coregistration/source_target/func_on_anat,signal_modeling/nuisance_regressors,motion_correction_realignment/register_to/mean,coregistration/cost_function/normalised_mutual_information,motion_correction_realignment/register_to/first,signal_modelling/temporal_noise_autocorrelation/FAST,spatial_normalization/template/MNI152_linear,spatial_normalization/interpolation/trilinear,spatial_normalization/template/MNI305,spatial_normalization/algorithm/linear,spatial_normalization/bias_regularisation/light,signal_modeling/nuisance_regressors/motion,coregistration/cost_function/normalised_cross_correlation,spatial_normalization/algorithm/DARTEL,spatial_normalization/bias_regularisation/medium,spatial_normalization/bias_regularisation/very_light,spatial_normalization/bias_fwhm,spatial_smoothing/fwhm,coregistration/cost_function/mutual_information,signal_modelling/temporal_noise_autocorrelation/AR1,slice_timing_correction/ref_slice/middle,slice_timing_correction/ref_slice,signal_modeling/hrf/temporal_derivs,coregistration/cost_function/entropy_correlation_coefficient,spatial_normalization/bias_regularisation/extremely_light,signal_modeling/hrf/canonical,spatial_normalization/interpolation/nearest_neighbour,spatial_normalization/bias_regularisation,signal_modeling/nuisance_regressors/comp_cor,signal_modeling/hrf/temporal_dispersion_derivs,slice_timing_correction/tool,spatial_normalization/interpolation/bspline,spatial_normalization/bias_regularisation/heavy,slice_timing_correction,slice_timing_correction/tool/spm,slice_timing_correction/ref_slice/first,spatial_normalization/template/MNI152_nonlinear,id,from_ref,target
False,True,True,True,False,False,False,True,False,False,0,6,False,False,0,0,0,6,False,True,False,True,False,False,0,True,False,False,False,False,True,False,0,True,True,True,False,76188d8efe386ba16037c235aad601f4b120a3f0c28d31955e9d1e0eee2262f9,0.9170979643491258,0
False,True,True,False,False,True,False,False,False,False,0,6,False,False,0,0,0,6,False,False,False,False,True,True,0,False,False,False,False,False,False,True,0,False,False,False,False,74178fb1bee72ce9142332a827c5de884b14f92c8bca3b26d1db3064a0037ee3,0.895965704968731,0
False,True,False,False,True,False,False,False,False,False,0,6,False,False,0,0,0,6,False,True,False,False,False,True,0,False,True,False,False,True,False,False,0,False,False,False,False,731bcca66423cb7c89b09a2facf4636773f605734dcae1131722ed032a388651,0.8643511847252241,0
False,True,True,False,False,False,False,False,False,False,0,6,False,False,0,0,0,6,True,True,False,False,False,False,0,True,False,False,False,False,False,True,0,False,False,False,False,7269f93c8e0815ba551f326743ff82924da8bf6efc58def95915dc2e8a3399b2,0.890875462124529,0
False,True,True,False,False,True,False,False,False,False,0,6,False,False,0,0,0,6,False,False,True,True,True,True,0,False,True,False,False,False,True,False,0,True,True,False,False,725c169320599e5aeefa85e2fca2a86258ebb029ad992adca42cb1d186684abc,0.875101587767707,0
False,True,False,False,True,True,False,True,False,False,0,6,False,False,0,0,0,6,True,False,True,True,False,False,0,True,False,False,False,False,True,False,0,True,True,False,False,70ba1478ae0ae2c185a311300695038e531b6a101efb3cb77f91c84413233b73,0.8863428096010509,0
False,True,False,True,True,False,False,False,False,False,0,6,False,False,0,0,0,6,False,True,True,True,True,False,0,False,False,False,False,False,True,True,0,True,True,False,False,7092bbd03e74d48589ea8106f94da5e45d155644162d96881fe54d6fa3486214,0.8973891624203589,0
False,True,True,True,False,True,False,True,False,False,0,6,False,False,0,0,0,6,False,False,False,True,True,False,0,False,False,False,False,False,True,False,0,True,True,True,False,6cead334da9f40d9f959669a372d5f9846997a5f2bacbe2083789877fc908086,0.9181715604431672,0
False,True,False,False,True,True,False,False,False,False,0,6,False,False,0,0,0,6,False,False,False,True,False,True,0,False,False,False,False,True,True,True,0,True,True,True,False,6b08370d7c4e276c175d28b6cd7c0355169560b1640eeb00d72206aa296ae0b7,0.9038219342525524,0
False,True,True,True,False,True,False,False,False,False,0,6,False,False,0,0,0,6,False,False,False,False,False,False,0,True,False,False,False,False,False,True,0,False,False,False,False,6809c4afd4108f683e687cf19243faf888f984397d3457960693e9aa9ba4d9f8,0.9010944942902324,0
False,True,True,True,False,False,False,False,False,False,0,6,False,False,0,0,0,6,False,True,False,True,False,False,0,False,False,False,False,True,True,True,0,True,True,True,False,66be5a64a1797bce18f4fad7bb7fd49e6fe5c6880b411f85822ae39057ddc5b4,0.909357177469998,0
False,True,False,False,True,True,False,False,False,False,0,6,False,False,0,0,0,6,False,False,False,False,False,True,0,True,False,False,False,False,False,True,0,False,False,False,False,62fce9480fbe3378de2ca48c2a4480916d628c43993e93ba9b32497120e180a4,0.8966729216277085,0
False,True,False,False,True,True,False,False,False,False,0,6,False,False,0,0,0,6,True,False,False,True,False,False,0,False,True,False,False,True,True,False,0,True,True,True,False,6185c68287944270027f0eaaaa45475a9f90024152b772aabaf60b590f5f610c,0.8803631662224537,0
