coregistration/source_target/func_on_anat;motion_correction_realignment/tool;spatial_normalization/bias_fwhm/60;signal_modeling/nuisance_regressors;spatial_normalization/algorithm;motion_correction_realignment/register_to/mean;coregistration/cost_function;signal_modeling/hrf;spatial_smoothing/tool;coregistration/cost_function/normalised_mutual_information;distorsion_correction;spatial_normalization/bias_fwhm/30;first_level;motion_correction_realignment/register_to/first;signal_modeling/tool;spatial_smoothing/fwhm/10;coregistration/tool/spm;signal_modelling/temporal_noise_autocorrelation/FAST;spatial_normalization/bias_fwhm/90;signal_modelling/temporal_noise_autocorrelation;coregistration/tool;spatial_normalization/template/MNI152_linear;spatial_normalization/interpolation/trilinear;spatial_normalization/bias_fwhm/80;spatial_smoothing/tool/spm;pipeline;signal_modeling/nuisance_regressors/motion/24;signal_modeling/nuisance_regressors/motion/6;spatial_normalization/template/MNI305;spatial_normalization/algorithm/linear;spatial_normalization/bias_regularisation/light;preprocessing;signal_modeling/nuisance_regressors/motion;coregistration/cost_function/normalised_cross_correlation;spatial_normalization/template/Ixi549Space;spatial_smoothing/fwhm/12;spatial_normalization/algorithm/DARTEL;spatial_smoothing/fwhm/2;spatial_normalization/bias_regularisation/medium;spatial_normalization/bias_regularisation/very_light;spatial_normalization/bias_fwhm;spatial_normalization/bias_fwhm/70;spatial_normalization/tool;segmentation;spatial_smoothing/fwhm;coregistration/cost_function/mutual_information;spatial_smoothing;spatial_normalization/template;signal_modelling/temporal_noise_autocorrelation/AR1;slice_timing_correction/ref_slice/middle;slice_timing_correction/ref_slice;spatial_normalization/interpolation;signal_modeling/hrf/temporal_derivs;coregistration/cost_function/entropy_correlation_coefficient;spatial_normalization;motion_correction_realignment/register_to;signal_modeling/tool/SPM;spatial_smoothing/fwhm/6;spatial_normalization/bias_regularisation/extremely_light;signal_modeling/hrf/canonical;spatial_normalization/interpolation/nearest_neighbour;spatial_normalization/bias_fwhm/110;spatial_normalization/bias_fwhm/40;spatial_normalization/tool/spm;spatial_normalization/bias_regularisation;spatial_smoothing/fwhm/4;motion_correction_realignment;signal_modeling/nuisance_regressors/comp_cor;signal_modeling/hrf/temporal_dispersion_derivs;spatial_normalization/algorithm/nonlinear;slice_timing_correction/tool;signal_modeling/nuisance_regressors/motion/18;spatial_normalization/bias_fwhm/140;spatial_normalization/interpolation/bspline;spatial_normalization/bias_regularisation/heavy;signal_modeling;slice_timing_correction;spatial_normalization/bias_fwhm/120;motion_correction_realignment/tool/spm;slice_timing_correction/tool/spm;spatial_smoothing/fwhm/14;spatial_normalization/bias_fwhm/150;spatial_smoothing/fwhm/8;slice_timing_correction/ref_slice/first;spatial_normalization/bias_fwhm/130;coregistration/source_target/anat_on_func;spatial_normalization/bias_fwhm/100;spatial_normalization/template/MNI152_nonlinear;coregistration/source_target;coregistration;id;pearson_from_ref;pearson_from_mean;spearman_from_ref;spearman_from_mean
True;True;False;True;True;False;True;True;True;False;True;False;True;True;True;False;True;False;False;True;True;False;False;False;True;True;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;True;True;True;False;True;True;True;False;True;True;False;True;True;True;True;True;False;True;True;False;False;True;False;False;True;False;False;True;True;True;False;False;False;True;True;False;True;True;False;False;False;True;False;False;False;False;True;True;75612a72df335d07d8cdad99377f190e2411760be2fe1bbcf6b361c8ddb9d018;0.3046304978309959;0.586271197057986;0.21291402286165928;0.36072769159477025
True;True;False;False;True;True;True;True;True;False;True;False;True;False;True;False;True;False;False;True;True;False;True;False;True;True;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;True;True;True;False;True;True;True;False;True;True;False;True;True;True;True;True;False;True;False;False;False;True;False;False;True;False;False;True;True;False;False;False;False;True;True;False;True;True;False;False;False;True;False;False;False;False;True;True;df97bad1cfe15d17d5383856cc19a149e06652074e77efe9a046ab40fe3b59c3;0.2746501423719438;0.6037895072120529;0.17192314561962427;0.37750877511674025
True;True;False;True;True;True;True;True;True;False;True;False;True;False;True;False;True;True;False;True;True;False;True;False;True;True;True;False;False;False;False;True;True;True;True;False;False;False;False;False;False;False;True;True;True;False;True;True;False;False;True;True;False;False;True;True;True;True;False;True;False;False;False;True;False;False;True;False;False;True;True;False;False;False;False;True;True;False;True;True;False;False;False;True;False;False;False;False;True;True;bd8a467bb9d5ad932d83a76eb27f11189e6d3c0687bd2997e3d53525cfa10f42;0.24889601371887426;0.4274738400572823;0.18555063239233469;0.2988901931191483
True;True;False;True;True;True;True;True;True;False;True;False;True;False;True;False;True;False;False;True;True;False;True;False;True;True;True;False;False;False;False;True;True;True;True;False;False;False;False;False;False;False;True;True;True;False;True;True;True;False;True;True;False;False;True;True;True;True;False;True;False;False;False;True;False;False;True;False;False;True;True;False;False;False;False;True;True;False;True;True;False;False;False;True;False;False;False;False;True;True;5f5ac0d640f9d31da011ee8920d9c1848b484d65c034f9536c5f1a14c3720e94;0.24889601371887426;0.4274738400572823;0.18555063239233469;0.2988901931191483
True;True;False;False;True;False;True;True;True;False;True;False;True;True;True;False;True;True;False;True;True;False;True;False;True;True;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;True;True;True;False;True;True;False;True;True;True;True;True;True;True;True;True;False;False;False;False;False;True;False;False;True;False;False;True;True;False;False;False;False;True;True;False;True;True;False;False;False;False;False;False;False;False;True;True;95b8fdfb3a66db922a7f3a9e0d261f924c89607800af9f307453c37284979879;0.28228420365403356;0.608938080105615;0.17343397707661004;0.3798094634537316
False;True;False;True;True;False;True;True;True;False;True;False;True;True;True;False;True;True;False;True;True;False;True;False;True;True;False;True;False;False;False;True;True;True;True;False;False;False;False;False;False;False;True;True;True;False;True;True;False;False;False;True;False;False;True;True;True;True;False;True;False;False;False;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;True;False;False;True;True;956f32e1bf9274d02dd1bb7b52740d5b0be20bb5de417ca4a67f3a6441466eca;0.48688026478622287;0.6177951689262069;0.46787583166413327;0.5731287664282343
False;True;False;True;True;False;True;True;True;False;True;False;True;True;True;False;True;False;False;True;True;False;True;False;True;True;False;True;False;False;False;True;True;True;True;False;False;False;False;False;False;False;True;True;True;False;True;True;True;False;False;True;False;False;True;True;True;True;False;True;False;False;False;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;True;False;False;True;True;667bb5c4f47793a10fe559da1bc5fc9ecf20945f1e737980d354c5cb6f78d0ca;0.48688026478622287;0.6177951689262069;0.46787583166413327;0.5731287664282343
False;True;False;False;True;False;True;True;True;False;True;False;True;True;True;False;True;True;False;True;True;False;True;False;True;True;False;False;False;False;False;True;False;True;True;False;False;False;False;False;False;False;True;True;True;False;True;True;False;True;True;True;False;False;True;True;True;True;False;False;False;False;False;True;False;False;True;False;True;True;True;False;False;False;False;True;True;False;True;True;False;False;False;False;False;True;False;False;True;True;5069267ce4578944bcf68c300183c9205d4d682df3b3f86e8b8eb5fe75ae22d7;0.3913345126785297;0.6013981898696829;0.3543449908853086;0.5203291429022324
True;True;False;False;True;True;True;True;True;False;True;False;True;False;True;False;True;True;False;True;True;False;False;False;True;True;False;False;False;False;False;True;False;True;True;False;False;False;False;False;False;False;True;True;True;False;True;True;False;True;True;True;False;False;True;True;True;True;False;False;True;False;False;True;False;False;True;False;True;True;True;False;False;False;False;True;True;False;True;True;False;False;False;False;False;False;False;False;True;True;19874a81ba73736feb5ab3ce51008af71a20a1f3384ca9c132d84a1f0a40db75;0.212493512042688;0.4401236595749744;0.13561709417411977;0.3106841027853263
True;True;False;False;True;True;True;True;True;False;True;False;True;False;True;False;True;False;False;True;True;False;False;False;True;True;False;False;False;False;False;True;False;True;True;False;False;False;False;False;False;False;True;True;True;False;True;True;True;True;True;True;False;False;True;True;True;True;False;False;True;False;False;True;False;False;True;False;True;True;True;False;False;False;False;True;True;False;True;True;False;False;False;False;False;False;False;False;True;True;d411a575632b1745827e1a7c4cb45fb7cd122ed1bf17ca373b250f0b0891d186;0.212493512042688;0.4401236595749744;0.13561709417411977;0.3106841027853263
False;True;False;True;True;True;True;True;True;False;True;False;True;False;True;False;True;False;False;True;True;False;False;False;True;True;False;True;False;False;False;True;True;False;True;False;False;False;False;False;False;False;True;True;True;False;True;True;True;True;True;True;False;True;True;True;True;True;False;False;False;False;False;True;False;False;True;False;True;True;True;False;False;True;False;True;True;False;True;True;False;False;False;False;False;True;False;False;True;True;433dee75d86e83d51b5541a54d5a30cbf174af7158e7b1659c18c91465b9690e;0.8824717844624884;0.8813274833652615;0.7310821885302659;0.7949574455245235
True;True;False;False;True;True;True;True;True;False;True;False;True;False;True;False;True;True;False;True;True;False;True;False;True;True;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;True;True;True;False;True;True;False;False;True;True;False;True;True;True;True;True;False;True;False;False;False;True;False;False;True;False;False;True;True;False;False;False;False;True;True;False;True;True;False;False;False;True;False;False;False;False;True;True;2ea87e612697fb142052e3fdc0f93a2a06932790e86a17c823cba7b7f5223794;0.2750262262701033;0.6039497696956586;0.17192298964963393;0.3773376415920643
False;True;False;True;True;True;True;True;True;False;True;False;True;False;True;False;True;False;False;True;True;False;False;False;True;True;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;True;True;True;False;True;True;True;False;True;True;True;True;True;True;True;True;False;False;False;False;False;True;False;False;True;False;False;True;True;True;False;True;False;True;True;False;True;True;False;False;False;True;False;True;False;False;True;True;421194597c163dd91d9ce4b9452c377345fa7089c0fef4436dffb95c673dd2c6;0.9555385440648341;0.8747657234550551;0.8541556316625194;0.7792625695382122
True;True;False;False;True;False;True;True;True;False;True;False;True;True;True;False;True;True;False;True;True;False;True;False;True;True;False;False;False;False;False;True;False;True;True;False;False;False;False;False;False;False;True;True;True;False;True;True;False;False;True;True;False;False;True;True;True;True;False;True;False;False;False;True;False;False;True;False;False;True;True;False;False;False;False;True;True;False;True;True;False;False;False;True;False;False;False;False;True;True;9a5eafa9bd5ea11869f5889aa325b203120d5151ef0e8d8cae0cc90c5fe76664;0.22881282394316202;0.457977050217108;0.13555995692897857;0.31118540179624105
False;True;False;False;True;False;True;True;True;False;True;False;True;True;True;False;True;True;False;True;True;False;False;False;True;True;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;True;True;True;False;True;True;False;False;False;True;True;True;True;True;True;True;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;True;False;False;True;True;7131919ea3bcb85a1528d012af5bc33fe83a432641d977c592cf0b44d0a7c1d0;0.7900766105327065;0.8677460029171493;0.5932229565201262;0.7318184463874138
True;True;False;True;True;False;True;True;True;False;True;False;True;True;True;False;True;False;False;True;True;False;False;False;True;True;True;False;False;False;False;True;True;True;True;False;False;False;False;False;False;False;True;True;True;False;True;True;True;False;False;True;False;False;True;True;True;True;False;False;False;False;False;True;False;False;True;False;True;True;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;False;False;True;True;5a9ed6fd8cde823485f8dfd3b19aa643d3f70e5fc9d707b1dda5ba6886c2d61f;0.2360565149127962;0.4190495046669612;0.17952095769618767;0.3023973800556615
True;True;False;True;True;True;True;True;True;False;True;False;True;False;True;False;True;True;False;True;True;False;False;False;True;True;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;True;True;True;False;True;True;False;False;True;True;False;True;True;True;True;True;False;False;True;False;False;True;False;False;True;False;True;True;True;True;False;False;False;True;True;False;True;True;False;False;False;True;False;False;False;False;True;True;d7953f3cad5f806261ad1e9101184fc6d1b74d51a4ac1a3f4d954542f124500d;0.28340440571653214;0.5722201254299094;0.19296764718417628;0.3474863439545668
True;True;False;True;True;True;True;True;True;False;True;False;True;False;True;False;True;True;False;True;True;False;False;False;True;True;True;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;True;True;True;False;True;True;False;False;False;True;False;True;True;True;True;True;False;False;False;False;False;True;False;False;True;False;True;True;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;False;False;True;True;cc1ed637f65d89ba008aba111a40a54b55afbca8cfa80adcc178dcd1d86b9320;0.29578718601453247;0.5819343109871115;0.21967775881402044;0.37401462006473163
False;True;False;True;True;False;True;True;True;False;True;False;True;True;True;False;True;True;False;True;True;False;True;False;True;True;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;True;True;True;False;True;True;False;True;True;True;False;True;True;True;True;True;False;True;False;False;False;True;False;False;True;False;False;True;True;True;False;False;False;True;True;False;True;True;False;False;False;False;False;True;False;False;True;True;63669d11fdc934c5bd51d71bcfbdcf8bd57e1f9d8b54da4fa1befb661fd4420a;0.9687552656651274;0.8904330713364956;0.8844964704903229;0.8117245318145304
True;True;False;True;True;True;True;True;True;False;True;False;True;False;True;False;True;False;False;True;True;False;False;False;True;True;True;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;True;True;True;False;True;True;True;False;False;True;True;True;True;True;True;True;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;True;True;c6891e750503c71db8e7a003af0b43f03696a5c5b5c9ce215825f634db580cb7;0.3003560695692338;0.5753026733790644;0.2283711313242538;0.36707670058754055
True;True;False;False;True;False;True;True;True;True;True;False;True;True;True;False;True;True;False;True;True;False;False;False;True;True;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;True;True;True;False;True;True;False;True;True;True;False;False;True;True;True;True;False;True;True;False;False;True;False;False;True;False;False;True;True;False;False;False;False;True;True;False;True;True;False;False;False;False;False;False;False;False;True;True;5f232d726186dfefbe8e8beed19ef17b04e7fbe65204b9723b0d744d3c998fee;0.27599179131071067;0.5981624267891371;0.16963625632197024;0.369557784147594
False;True;False;True;True;False;True;True;True;False;True;False;True;True;True;False;True;True;False;True;True;False;False;False;True;True;True;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;True;True;True;True;True;True;False;False;True;True;False;False;True;True;True;True;False;True;False;False;False;True;False;False;True;False;False;True;True;False;False;True;False;True;True;False;True;True;False;False;False;True;False;True;False;False;True;True;8bd4b4a58aacb3b1e23f17b73e61cd031e2dcffac51d2508880f4bd5125812fa;0.9485459361207882;0.8682807696791982;0.8464502451595842;0.7641196268480047
False;True;False;True;True;True;True;True;True;False;True;False;True;False;True;False;True;True;False;True;True;False;False;False;True;True;False;False;False;False;False;True;True;True;True;False;False;False;False;False;False;False;True;True;True;False;True;True;False;False;False;True;False;False;True;True;True;True;False;True;True;False;False;True;False;False;True;False;False;True;False;True;False;False;False;True;False;False;True;False;False;False;False;False;False;True;False;False;True;True;f9841ba0dcc4ff6ef463609fffe51b34655c5723da9e3db4cd2567b6acdf561b;0.5309801548933181;0.5873625980736142;0.5259310176285197;0.5294534896472894
True;True;False;True;True;True;True;True;True;False;True;False;True;False;True;False;True;False;False;True;True;False;True;False;True;True;False;True;False;False;False;True;True;False;True;False;False;False;False;False;False;False;True;True;True;True;True;True;True;False;False;True;True;False;True;True;True;True;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;True;True;9845f9b904904d75f1c25206a8e54486cdf02f86635fd5b586b8cf2fee7ea5c2;0.26064985513569777;0.5815641096884921;0.18899147945301073;0.3821006995746092
False;True;False;True;True;True;True;True;True;True;True;False;True;False;True;False;True;True;False;True;True;False;False;False;True;True;True;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;True;True;True;False;True;True;False;False;True;True;False;False;True;True;True;True;False;True;True;False;False;True;False;False;True;False;False;True;True;False;False;False;False;True;True;False;True;True;False;False;False;True;False;True;False;False;True;True;f6632ab6d68a0f57a3a4dc17ed0d3574d88f9f61d99feb96a8d0331dbb2f21e8;0.936752823990272;0.8571247921797577;0.8248443810827425;0.7443086065658484
True;True;False;True;True;False;True;True;True;False;True;False;True;True;True;False;True;False;False;True;True;False;False;False;True;True;True;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;True;True;True;False;True;True;True;True;True;True;False;True;True;True;True;True;False;False;True;False;False;True;False;False;True;False;True;True;True;False;False;False;False;True;True;False;True;True;False;False;False;False;False;False;False;False;True;True;5c1e08b717c3d0886e3647dabda1403de048b4ab0d1cba5fd18b1f187fff8af3;0.3010064708605647;0.583582163112639;0.21348501622834845;0.36968161697216056
False;True;False;True;True;True;True;True;True;True;True;False;True;False;True;False;True;True;False;True;True;False;False;False;True;True;False;True;False;False;False;True;True;False;True;False;False;False;False;False;False;False;True;True;True;False;True;True;False;False;False;True;False;False;True;True;True;True;False;True;False;False;False;True;False;False;True;False;False;True;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;True;False;False;True;True;6809c4afd4108f683e687cf19243faf888f984397d3457960693e9aa9ba4d9f8;0.9010944942902323;0.8780684051298611;0.7590437733841978;0.8025881789906363
False;True;False;True;True;True;True;True;True;False;True;False;True;False;True;False;True;True;False;True;True;False;False;False;True;True;True;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;True;True;True;False;True;True;False;True;True;True;True;True;True;True;True;True;False;False;True;False;False;True;False;False;True;False;False;True;True;False;False;False;False;True;True;False;True;True;False;False;False;False;False;True;False;False;True;True;136e8cb2dd683bd2cebd8995da163338571145a0eb00bbecd2905e5410621229;0.9694452631548497;0.8660265891781077;0.8995334127739372;0.7581175486793155
False;True;False;True;True;True;True;True;True;False;True;False;True;False;True;False;True;False;False;True;True;False;False;False;True;True;True;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;False;False;True;False;False;True;False;False;True;False;False;True;True;False;False;False;False;True;True;False;True;True;False;False;False;False;False;True;False;False;True;True;55ae0e96ad2209c533732cd8cb7eddf8aa12c7c33c099b26c31f5522fdcda725;0.9694452631548497;0.8660265891781077;0.8995334127739372;0.7581175486793155
False;True;False;False;True;True;True;True;True;False;True;False;True;False;True;False;True;False;False;True;True;False;False;False;True;True;False;False;False;False;False;True;False;True;True;False;False;False;False;False;False;False;True;True;True;False;True;True;True;True;True;True;False;False;True;True;True;True;False;False;True;False;False;True;False;False;True;False;True;True;True;False;False;False;False;True;True;False;True;True;False;False;False;False;False;True;False;False;True;True;2d2b1ca980df12ae71b585ff537e5f6e60c054b279fdd0235c432a3dd5e9125f;0.3794136303111239;0.5775867710884479;0.34942696179657884;0.5071017386181185
True;True;False;True;True;True;True;True;True;True;True;False;True;False;True;False;True;True;False;True;True;False;False;False;True;True;True;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;True;True;True;False;True;True;False;False;False;True;True;False;True;True;True;True;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;False;False;True;True;e149acfcbd3b53f9d7f1e26950cac7bc7a957f943e7d97e3409e42e0d2a1ba2d;0.30304380351523985;0.579739635286338;0.23183959849950603;0.37373554543269355
True;True;False;False;True;False;True;True;True;True;True;False;True;True;True;False;True;True;False;True;True;False;True;False;True;True;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;True;True;True;False;True;True;False;True;True;True;True;False;True;True;True;True;False;False;False;False;False;True;False;False;True;False;False;True;True;False;False;False;False;True;True;False;True;True;False;False;False;False;False;False;False;False;True;True;9c756178b3bce44a5135ae863ee2bfab7d25c4fa997d2a7ac1939f2633217e36;0.28166132850475945;0.60965056665653;0.17351979698446474;0.3805390332912866
True;True;False;False;True;False;True;True;True;False;True;False;True;True;True;False;True;True;False;True;True;False;True;False;True;True;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;True;True;True;True;True;True;False;False;False;True;True;False;True;True;True;True;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;True;True;e9499d9a63bea18842edb76226be90750e31daaf9df48d1b3b1a1a096713a83a;0.2682620007138138;0.5994374784993194;0.1706948177240365;0.37820267741306457
True;True;False;True;True;False;True;True;True;True;True;False;True;True;True;False;True;False;False;True;True;False;False;False;True;True;False;True;False;False;False;True;True;False;True;False;False;False;False;False;False;False;True;True;True;False;True;True;True;True;True;True;False;False;True;True;True;True;False;True;True;False;False;True;False;False;True;False;False;True;True;False;False;False;False;True;True;False;True;True;False;False;False;False;False;False;False;False;True;True;714c66bd05be4a23036666f92f6f3e698c2e318493434570ca6882214320ad8a;0.27124415765688237;0.5876662458485367;0.19276590605905974;0.3809794824982233
True;True;False;True;True;False;True;True;True;True;True;False;True;True;True;False;True;True;False;True;True;False;False;False;True;True;False;True;False;False;False;True;True;False;True;False;False;False;False;False;False;False;True;True;True;False;True;True;False;True;True;True;False;False;True;True;True;True;False;True;True;False;False;True;False;False;True;False;False;True;True;False;False;False;False;True;True;False;True;True;False;False;False;False;False;False;False;False;True;True;245bcc4d76fc2720a3eb971c65124645440c692d03d07cedf52c86062a8daeae;0.27124415765688237;0.5876662458485367;0.19276590605905974;0.3809794824982233
True;True;False;True;True;False;True;True;True;True;True;False;True;True;True;False;True;False;False;True;True;False;False;False;True;True;True;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;True;True;True;False;True;True;True;False;False;True;True;False;True;True;True;True;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;False;False;True;True;97114100829fbee2fa3937f33974dfca0e45135cd0519598febc719d87c7d787;0.31392964822356395;0.5933607193774773;0.23593064172622896;0.38004435825046484
True;True;False;True;True;False;True;True;True;True;True;False;True;True;True;False;True;True;False;True;True;False;False;False;True;True;False;True;False;False;False;True;True;False;True;False;False;False;False;False;False;False;True;True;True;False;True;True;False;False;False;True;False;False;True;True;True;True;False;False;True;False;False;True;False;False;True;False;True;True;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;True;True;907a00260ed0b3cb6b1529d71c1a9b9eba082ffd216ad725bd97a791d8b50b10;0.26161857284952295;0.5801974765666724;0.17559849875574;0.367581474071188
False;True;False;True;True;False;True;True;True;False;True;False;True;True;True;False;True;True;False;True;True;False;True;False;True;True;False;True;False;False;False;True;True;False;True;False;False;False;False;False;False;False;True;True;True;True;True;True;False;True;True;True;False;False;True;True;True;True;False;True;False;False;False;True;False;False;True;False;False;True;True;False;False;False;False;True;True;False;True;True;False;False;False;False;False;True;False;False;True;True;70ba1478ae0ae2c185a311300695038e531b6a101efb3cb77f91c84413233b73;0.8863428096010509;0.8815399394611645;0.7444455044802787;0.8102458000339361
True;True;False;True;True;True;True;True;True;True;True;False;True;False;True;False;True;True;False;True;True;False;True;False;True;True;False;True;False;False;False;True;True;False;True;False;False;False;False;False;False;False;True;True;True;False;True;True;False;True;True;True;False;False;True;True;True;True;False;False;False;False;False;True;False;False;True;False;True;True;True;False;False;False;False;True;True;False;True;True;False;False;False;False;False;False;False;False;True;True;0246c07b3178622cb2a3958cb4a74b31fbc40844c8bb724d396e50f5bcc1aca6;0.2602951334841124;0.5850955446867435;0.18562454178794488;0.38297898390441215
True;True;False;True;True;False;True;True;True;False;True;False;True;True;True;False;True;True;False;True;True;False;False;False;True;True;True;False;False;False;False;True;True;True;True;False;False;False;False;False;False;False;True;True;True;False;True;True;False;False;False;True;True;False;True;True;True;True;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;False;False;True;True;47d5db645b0992d427e289e718ec58923ee35cb4adb939aff385030eb441c15c;0.24744821071305403;0.42314115214605313;0.19480280817783768;0.3092928499170803
True;True;False;False;True;True;True;True;True;True;True;False;True;False;True;False;True;False;False;True;True;False;False;False;True;True;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;True;True;True;False;True;True;True;True;True;True;False;False;True;True;True;True;False;True;True;False;False;True;False;False;True;False;False;True;True;False;False;False;False;True;True;False;True;True;False;False;False;False;False;False;False;False;True;True;152800980f21c0b1ec0b6f7ba30393546694ac0c3f67d05ec8ed9e9e3a7527fb;0.26194308464761745;0.588126498716239;0.16620121167580934;0.3665335743746186
False;True;False;True;True;False;True;True;True;True;True;False;True;True;True;False;True;False;False;True;True;False;True;False;True;True;True;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;True;True;True;False;True;True;True;False;True;True;True;False;True;True;True;True;False;False;False;False;False;True;False;False;True;False;False;True;True;False;False;False;False;True;True;False;True;True;False;False;False;True;False;True;False;False;True;True;921e6ff8928b76679d7bfbd7969f4993bbbd835531a46ff5333bdb99e741568c;0.9574014245787418;0.8765957873562258;0.8580331391679408;0.782708404355715
True;True;False;True;True;False;True;True;True;False;True;False;True;True;True;False;True;False;False;True;True;False;True;False;True;True;True;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;True;True;True;False;True;True;True;False;True;True;False;True;True;True;True;True;False;True;False;False;False;True;False;False;True;False;False;True;True;False;False;False;False;True;True;False;True;True;False;False;False;True;False;False;False;False;True;True;cf0ec726e6c1977cb22aeec5074bb4d0942fa75d3bb0be4ac3efbefec6449ca2;0.3110036144873349;0.5903444777934937;0.22060853932779498;0.36926301594341104
True;True;False;True;True;False;True;True;True;False;True;False;True;True;True;False;True;True;False;True;True;False;True;False;True;True;False;False;False;False;False;True;True;True;True;False;False;False;False;False;False;False;True;True;True;False;True;True;False;False;True;True;False;False;True;True;True;True;False;False;False;False;False;True;False;False;True;False;True;True;True;True;False;False;False;True;True;False;True;True;False;False;False;True;False;False;False;False;True;True;5e6ae4d24467caf03da1ec0701503887f34f1fc88a65b9611f133cb374665e86;0.2431621023099859;0.42272981944637655;0.18135920767742586;0.3005589169292705
True;True;False;True;True;False;True;True;True;False;True;False;True;True;True;False;True;False;False;True;True;False;True;False;True;True;False;False;False;False;False;True;True;True;True;False;False;False;False;False;False;False;True;True;True;False;True;True;True;False;True;True;False;False;True;True;True;True;False;False;False;False;False;True;False;False;True;False;True;True;True;True;False;False;False;True;True;False;True;True;False;False;False;True;False;False;False;False;True;True;c64e389e16f6502885a42f1f27bace8fe244c9656bc8f9b57b3441ef04c15e5b;0.2431621023099859;0.42272981944637655;0.18135920767742583;0.3005589169292705
True;True;False;False;True;True;True;True;True;True;True;False;True;False;True;False;True;True;False;True;True;False;False;False;True;True;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;True;True;True;False;True;True;False;False;False;True;True;False;True;True;True;True;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;True;True;34dcb04efead45f1a8ad0d8806ce3aec0c4ffc5e10a4224c4e39358a614afafd;0.26343702019412163;0.5899719293312962;0.16769689035163232;0.36865305658937075
False;True;False;True;True;False;True;True;True;False;True;False;True;True;True;False;True;True;False;True;True;False;False;False;True;True;True;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;True;True;True;False;True;True;False;False;True;True;False;True;True;True;True;True;False;True;True;False;False;True;False;False;True;False;False;True;True;False;False;False;False;True;True;False;True;True;False;False;False;True;False;True;False;False;True;True;d9020289b00c4e1e5aa4a8f8e6fcb6e1d46b533b9cf60bb14bb409dc76346e34;0.9337559861461507;0.8633154800604453;0.8234967348679557;0.7531430536738739
False;True;False;False;True;True;True;True;True;False;True;False;True;False;True;False;True;True;False;True;True;False;False;False;True;True;False;False;False;False;False;True;False;True;True;False;False;False;False;False;False;False;True;True;True;False;True;True;False;True;True;True;False;False;True;True;True;True;False;False;True;False;False;True;False;False;True;False;True;True;True;False;False;False;False;True;True;False;True;True;False;False;False;False;False;True;False;False;True;True;9ff9415870204fa83528db9ce21fdbf8f76795aeb3012d7afc8fddbdcbc3a631;0.3794136303111239;0.5775867710884479;0.34942696179657884;0.5071017386181185
