coregistration/source_target/func_on_anat,signal_modeling/nuisance_regressors,motion_correction_realignment/register_to/mean,coregistration/cost_function/normalised_mutual_information,motion_correction_realignment/register_to/first,signal_modelling/temporal_noise_autocorrelation/FAST,spatial_normalization/template/MNI152_linear,spatial_normalization/interpolation/trilinear,spatial_normalization/template/MNI305,spatial_normalization/algorithm/linear,spatial_normalization/bias_regularisation/light,signal_modeling/nuisance_regressors/motion,coregistration/cost_function/normalised_cross_correlation,spatial_normalization/algorithm/DARTEL,spatial_normalization/bias_regularisation/medium,spatial_normalization/bias_regularisation/very_light,spatial_normalization/bias_fwhm,spatial_smoothing/fwhm,coregistration/cost_function/mutual_information,signal_modelling/temporal_noise_autocorrelation/AR1,slice_timing_correction/ref_slice/middle,slice_timing_correction/ref_slice,signal_modeling/hrf/temporal_derivs,coregistration/cost_function/entropy_correlation_coefficient,spatial_normalization/bias_regularisation/extremely_light,signal_modeling/hrf/canonical,spatial_normalization/interpolation/nearest_neighbour,spatial_normalization/bias_regularisation,signal_modeling/nuisance_regressors/comp_cor,signal_modeling/hrf/temporal_dispersion_derivs,slice_timing_correction/tool,spatial_normalization/interpolation/bspline,spatial_normalization/bias_regularisation/heavy,slice_timing_correction,slice_timing_correction/tool/spm,slice_timing_correction/ref_slice/first,coregistration/source_target/anat_on_func,spatial_normalization/template/MNI152_nonlinear,id,from_ref
False,True,True,True,False,False,False,True,False,False,0,6,False,False,0,0,0,6,False,True,False,True,False,False,0,True,False,False,False,False,True,False,0,True,True,True,True,False,76188d8efe386ba16037c235aad601f4b120a3f0c28d31955e9d1e0eee2262f9,0.9170979643491258
False,True,True,False,False,True,False,True,False,False,0,24,False,False,0,0,0,6,True,False,False,True,True,False,0,False,False,False,False,False,True,False,0,True,True,True,True,False,755f39143f8f0b2412578860c8d32898954f8423f12e8a9d1aa5276ca58f5ffc,0.9529679630303796
False,False,True,True,False,False,False,True,False,False,0,0,False,False,0,0,0,6,False,True,False,False,True,False,0,False,False,False,False,False,False,False,0,False,False,False,True,False,742df9ff45fcf9140892a77601d71fd4726f3240cefeb131ce62ed66b7a80484,0.8037844206595128
False,True,True,False,False,True,False,False,False,False,0,6,False,False,0,0,0,6,False,False,False,False,True,True,0,False,False,False,False,False,False,True,0,False,False,False,True,False,74178fb1bee72ce9142332a827c5de884b14f92c8bca3b26d1db3064a0037ee3,0.895965704968731
False,True,True,True,False,True,False,False,False,False,0,18,False,False,0,0,0,6,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0,False,False,False,True,False,73f58b4b40fd50331130902dbdf5c93307cb8889029db25f37b1733a8a9f9881,0.9490601457922082
False,True,False,False,True,False,False,False,False,False,0,6,False,False,0,0,0,6,False,True,False,False,False,True,0,False,True,False,False,True,False,False,0,False,False,False,True,False,731bcca66423cb7c89b09a2facf4636773f605734dcae1131722ed032a388651,0.8643511847252241
False,True,True,False,False,False,False,False,False,False,0,6,False,False,0,0,0,6,True,True,False,False,False,False,0,True,False,False,False,False,False,True,0,False,False,False,True,False,7269f93c8e0815ba551f326743ff82924da8bf6efc58def95915dc2e8a3399b2,0.890875462124529
False,True,True,False,False,True,False,False,False,False,0,6,False,False,0,0,0,6,False,False,True,True,True,True,0,False,True,False,False,False,True,False,0,True,True,False,True,False,725c169320599e5aeefa85e2fca2a86258ebb029ad992adca42cb1d186684abc,0.875101587767707
False,True,False,False,True,True,False,True,False,False,0,24,False,False,0,0,0,6,False,False,True,True,True,True,0,False,False,False,False,False,True,False,0,True,True,False,True,False,71e407ecf3e4c3b45941b22394d693b9dbbaa03f7d21f1e90fc4482415cac5c5,0.9889423601227108
False,False,True,True,False,True,False,False,False,False,0,0,False,False,0,0,0,6,False,False,True,True,False,False,0,False,True,False,False,True,True,False,0,True,True,False,True,False,71515e9aa18d9e5a3982b2c804496dc4317fe6c56723918d65a49795cf6f425a,0.7727773168819664
False,False,False,False,True,True,False,False,False,False,0,0,False,False,0,0,0,6,False,False,False,False,True,True,0,False,True,False,False,False,False,False,0,False,False,False,True,False,7131919ea3bcb85a1528d012af5bc33fe83a432641d977c592cf0b44d0a7c1d0,0.7900766105327065
False,True,False,False,True,True,False,True,False,False,0,6,False,False,0,0,0,6,True,False,True,True,False,False,0,True,False,False,False,False,True,False,0,True,True,False,True,False,70ba1478ae0ae2c185a311300695038e531b6a101efb3cb77f91c84413233b73,0.8863428096010509
False,True,False,True,True,False,False,False,False,False,0,6,False,False,0,0,0,6,False,True,True,True,True,False,0,False,False,False,False,False,True,True,0,True,True,False,True,False,7092bbd03e74d48589ea8106f94da5e45d155644162d96881fe54d6fa3486214,0.8973891624203589
False,False,True,False,False,False,False,False,False,False,0,0,False,False,0,0,0,6,False,True,True,True,False,True,0,True,True,False,False,False,True,False,0,True,True,False,True,False,70482ea9d8a863999873e6b76be8276ace90e4f6916308ccc6927f52774d305a,0.7889525051229462
False,True,True,True,False,True,False,False,False,False,0,18,False,False,0,0,0,6,False,False,True,True,True,False,0,False,False,False,False,False,True,True,0,True,True,False,True,False,6fd1d95b25bd4a2fd12c5c996b2593c83579f501fcb80036f48df27080d72a2f,0.9837329886077032
False,False,True,False,False,True,False,True,False,False,0,0,False,False,0,0,0,6,False,False,True,True,False,True,0,True,False,False,False,False,True,False,0,True,True,False,True,False,6f385889a0589fe6b5c402d4c8de36d9c2189348511bbcc7a891e12b7fc10d18,0.8017044240292585
False,True,True,True,False,True,False,True,False,False,0,24,False,False,0,0,0,6,False,False,False,True,False,False,0,False,False,False,False,True,True,False,0,True,True,True,True,False,6ebe3fde606a5ce7da4561afe36087b13194c3bd90ceb0c26c23e70016bb4c54,0.9451222508949731
False,True,False,False,True,True,False,False,False,False,0,24,False,False,0,0,0,6,True,False,False,False,False,False,0,True,True,False,False,False,False,False,0,False,False,False,True,False,6e80ac3d03bb737e93a27bbd6a07d108b6e935a60141a87381d2a034fb9219da,0.9538006508992688
False,True,True,True,False,True,False,True,False,False,0,6,False,False,0,0,0,6,False,False,False,True,True,False,0,False,False,False,False,False,True,False,0,True,True,True,True,False,6cead334da9f40d9f959669a372d5f9846997a5f2bacbe2083789877fc908086,0.9181715604431672
False,True,False,False,True,True,False,False,False,False,0,18,False,False,0,0,0,6,True,False,True,True,True,False,0,False,True,False,False,False,True,False,0,True,True,False,True,False,6cdeef26339e23a9eb2462d32d3f57829ab06e1af0caebc38e1e4199e69862b8,0.948612444909126
False,True,True,False,False,True,False,False,False,False,0,18,False,False,0,0,0,6,False,False,False,True,False,True,0,True,False,False,False,False,True,True,0,True,True,True,True,False,6ccedf83e14ed1725cbaeb241fa1af7ccb4c55452f03b0b37a65850d752995d4,0.9510496418705394
False,True,False,False,True,False,False,False,False,False,0,18,False,False,0,0,0,6,True,True,True,True,True,False,0,False,False,False,False,False,True,True,0,True,True,False,True,False,6bd15e0e218bc4ada1bc8c10cb9d98a811f3f62bbf66827fd1b5df1f8216d031,0.9691362831103576
False,True,True,False,False,True,False,True,False,False,0,18,False,False,0,0,0,6,False,False,False,True,False,True,0,True,False,False,False,False,True,False,0,True,True,True,True,False,6b15d802e4ad584b94f82fc894744c3d932929025457f9cf1f2814b7988b8fa9,0.9472589335724236
False,True,False,False,True,True,False,False,False,False,0,6,False,False,0,0,0,6,False,False,False,True,False,True,0,False,False,False,False,True,True,True,0,True,True,True,True,False,6b08370d7c4e276c175d28b6cd7c0355169560b1640eeb00d72206aa296ae0b7,0.9038219342525524
False,True,False,False,True,True,False,True,False,False,0,24,False,False,0,0,0,6,True,False,False,True,False,False,0,False,False,False,False,True,True,False,0,True,True,True,True,False,6ab97085a8e4d559a40588108730367083836cc619993d8f845df59f62fd6e5b,0.9324524375051052
False,True,True,True,False,False,False,True,False,False,0,24,False,False,0,0,0,6,False,True,False,True,True,False,0,False,False,False,False,False,True,False,0,True,True,True,True,False,6a45076ef4e7d5e2e19b1eff4c2400f12820aff5f5de35786a0a2f8889ce0fc1,0.962165178933634
False,False,False,True,True,False,False,False,False,False,0,0,False,False,0,0,0,6,False,True,False,True,False,False,0,True,False,False,False,False,True,True,0,True,True,True,True,False,693e697a167858bc2bb2c1984b50212ea13896213fcbe0b38279ced2b03d8db8,0.8044337956900646
False,True,False,True,True,True,False,False,False,False,0,18,False,False,0,0,0,6,False,False,True,True,False,False,0,True,False,False,False,False,True,True,0,True,True,False,True,False,691a77947fdf4a56c03db8f8c036a9889fa71fd4748324454e956a069a1a77ea,0.9740956600794268
False,False,False,False,True,False,False,False,False,False,0,0,False,False,0,0,0,6,True,True,False,True,False,False,0,True,False,False,False,False,True,True,0,True,True,True,True,False,687b1c9eefd322e8330f53904fde159a0580db0ee5ae6d60ebdccffe663a2e9b,0.7989277628119735
False,True,False,False,True,True,False,False,False,False,0,24,False,False,0,0,0,6,True,False,False,False,True,False,0,False,False,False,False,False,False,True,0,False,False,False,True,False,684ed126ddc94ab1a7db3e880b0fac515c25ea8c2996212a7c4c738d8f864df1,0.981088481888058
False,True,True,True,False,True,False,False,False,False,0,6,False,False,0,0,0,6,False,False,False,False,False,False,0,True,False,False,False,False,False,True,0,False,False,False,True,False,6809c4afd4108f683e687cf19243faf888f984397d3457960693e9aa9ba4d9f8,0.9010944942902324
False,True,True,True,False,False,False,False,False,False,0,6,False,False,0,0,0,6,False,True,False,True,False,False,0,False,False,False,False,True,True,True,0,True,True,True,True,False,66be5a64a1797bce18f4fad7bb7fd49e6fe5c6880b411f85822ae39057ddc5b4,0.909357177469998
False,True,False,True,True,False,False,True,False,False,0,18,False,False,0,0,0,6,False,True,False,False,False,False,0,True,False,False,False,False,False,False,0,False,False,False,True,False,65985debeaca69ce587a38dd194dd322f5f44cc7211fe2658823070294665e20,0.966331871574604
False,True,False,True,True,True,False,False,False,False,0,18,False,False,0,0,0,6,False,False,True,True,False,False,0,False,True,False,False,True,True,False,0,True,True,False,True,False,64d787c9d73b14355735c6bdb8b0431cd7ae756e57edc9a17231cb333b3584ba,0.9348982685525188
False,True,False,False,True,True,False,True,False,False,0,18,False,False,0,0,0,6,False,False,True,True,False,True,0,True,False,False,False,False,True,False,0,True,True,False,True,False,63669d11fdc934c5bd51d71bcfbdcf8bd57e1f9d8b54da4fa1befb661fd4420a,0.9687552656651274
False,True,True,False,False,False,False,True,False,False,0,24,False,False,0,0,0,6,False,True,False,False,True,True,0,False,False,False,False,False,False,False,0,False,False,False,True,False,6359a4069bbb0f98deeb46ac6ab71b050966e3391fe0d3463eb77c6ff1aa6f22,0.9854054928069604
False,True,False,False,True,True,False,False,False,False,0,6,False,False,0,0,0,6,False,False,False,False,False,True,0,True,False,False,False,False,False,True,0,False,False,False,True,False,62fce9480fbe3378de2ca48c2a4480916d628c43993e93ba9b32497120e180a4,0.8966729216277085
False,False,True,False,False,False,False,False,False,False,0,0,False,False,0,0,0,6,True,True,False,True,False,False,0,True,False,False,False,False,True,True,0,True,True,True,True,False,62492830712e8a0e0b948e1943c7d023b8098f1c0ea90595d65e1c33ef316323,0.7995962347427924
False,True,False,False,True,True,False,False,False,False,0,6,False,False,0,0,0,6,True,False,False,True,False,False,0,False,True,False,False,True,True,False,0,True,True,True,True,False,6185c68287944270027f0eaaaa45475a9f90024152b772aabaf60b590f5f610c,0.8803631662224537
False,True,False,True,True,False,False,False,False,False,0,6,False,False,0,0,0,6,False,True,False,True,False,False,0,False,False,False,False,True,True,True,0,True,True,True,True,False,61259beceb1e9104b301c409a3e83f45c6863169afc7c01becf12766331f98a1,0.904498070561617
False,True,False,False,True,False,False,False,False,False,0,6,False,False,0,0,0,6,True,True,True,True,True,False,0,False,True,False,False,False,True,False,0,True,True,False,True,False,607b4dd79432251ec6e5bab8b50e1031364acdbffb86d269577c204b4f7701e9,0.8737911837910438
False,True,True,False,False,True,False,False,False,False,0,6,False,False,0,0,0,6,True,False,False,False,True,False,0,False,False,False,False,False,False,True,0,False,False,False,True,False,606eaec8d9895960b8ff685cc5fcba39769f00158d799d00b3594e37b1fa9d37,0.8899992111420859
False,True,False,True,True,False,False,False,False,False,0,24,False,False,0,0,0,6,False,True,True,True,False,False,0,True,True,False,False,False,True,False,0,True,True,False,True,False,60228a827a49e3e9c80e61cda487b53a5caf09881e1d0b49d2767e7818ece57b,0.962447560822924
False,True,True,False,False,False,False,False,False,False,0,6,False,False,0,0,0,6,False,True,False,False,True,True,0,False,True,False,False,False,False,False,0,False,False,False,True,False,5df0a9c969df81ae02f975dff5d46329cd8c89c6945c7a60092881c00960aac2,0.8754373613634808
False,True,False,True,True,True,False,False,False,False,0,6,False,False,0,0,0,6,False,False,False,True,False,False,0,False,False,False,False,True,True,True,0,True,True,True,True,False,5dce04fdfa7a387e3d360fcbcf3bee1e4404f8136d3132af204848246128d74d,0.904498070561617
False,True,False,True,True,True,False,True,False,False,0,24,False,False,0,0,0,6,False,False,True,True,False,False,0,True,False,False,False,False,True,False,0,True,True,False,True,False,5d79712766758ee0fe7fb53486b5838018f8d865b9513926a4b38f1b25570e6a,0.981643412130154
False,True,False,False,True,True,False,False,False,False,0,18,False,False,0,0,0,6,False,False,True,True,False,True,0,True,False,False,False,False,True,True,0,True,True,False,True,False,5d136d02774ebcdc7a0baedfd23a906bd5bf092ab32615cff5cbd7158c73c5ad,0.9736802678362942
False,False,True,False,False,False,False,False,False,False,0,0,False,False,0,0,0,6,True,True,False,False,True,False,0,False,False,False,False,False,False,True,0,False,False,False,True,False,5cff9facddc9a0181770a6e37e1f6bfe675891aed6464ae3294396c61751352d,0.8004982077732116
False,True,False,False,True,False,False,False,False,False,0,24,False,False,0,0,0,6,True,True,True,True,False,False,0,False,True,False,False,True,True,False,0,True,True,False,True,False,5cf93578679ef658bf4f5aac47873330343927dec00840f0823c4c9a1625319b,0.9451961052194264
False,True,True,False,False,True,False,True,False,False,0,6,False,False,0,0,0,6,True,False,True,True,False,False,0,True,False,False,False,False,True,False,0,True,True,False,True,False,5ce64eb6f29f41ff33d0fc9360a2aa22d8138b105aa4996d649616a81a6b17cc,0.8866940157535249
False,False,True,False,False,True,False,True,False,False,0,0,False,False,0,0,0,6,True,False,False,True,True,False,0,False,False,False,False,False,True,False,0,True,True,True,True,False,5bf33ce37b7ad0d6419e3042a2cb3a03a30ac03a9c49f9d57d44a5aeb1e2e532,0.794245205758171
False,True,True,False,False,True,False,False,False,False,0,24,False,False,0,0,0,6,True,False,False,False,False,False,0,False,False,False,False,True,False,True,0,False,False,False,True,False,5ad3baf1488b0bc65483361d4015ddea9d2a91e5bbac6512403f0d600b62dea2,0.9671743899974812
False,True,True,True,False,True,False,False,False,False,0,6,False,False,0,0,0,6,False,False,False,True,False,False,0,False,True,False,False,True,True,False,0,True,True,True,True,False,5ac3e32dcc73345d73f30cbff25227af94e0ec3742850a8129e9146acfdcfc8b,0.8860874681001111
False,True,False,True,True,True,False,False,False,False,0,18,False,False,0,0,0,6,False,False,False,False,True,False,0,False,True,False,False,False,False,False,0,False,False,False,True,False,59a344ca6d4c35842140a3e9a02a66981d08df1e19f15fa03aabc99417579652,0.9505216038744484
False,True,False,False,True,False,False,False,False,False,0,24,False,False,0,0,0,6,True,True,False,True,False,False,0,False,False,False,False,True,True,True,0,True,True,True,True,False,5887bab42574b98e6ac43ad8b3232d7ea7c63ac3756624e37637d61a7898ac49,0.9345316932505364
False,False,True,False,False,False,False,False,False,False,0,0,False,False,0,0,0,6,True,True,False,True,False,False,0,True,True,False,False,False,True,False,0,True,True,True,True,False,5864e62be8379c5f673e7341a3e4c28e396b478ed94c95773331f5edd7e307e3,0.7866992313533969
False,False,True,False,False,True,False,True,False,False,0,0,False,False,0,0,0,6,True,False,True,True,False,False,0,True,False,False,False,False,True,False,0,True,True,False,True,False,5807b4bd8c58b309335988dd1dc060ea0d3596660af04ae4d305ea205e7621ab,0.7981956709987179
False,True,True,False,False,False,False,True,False,False,0,6,False,False,0,0,0,6,False,True,True,True,False,True,0,False,False,False,False,True,True,False,0,True,True,False,True,False,56ef055fc428cc3b6a4671b5777f1be1efe56ee179c3ae2b411ddb5cb67de7f0,0.8777442492528145
False,True,True,False,False,False,False,False,False,False,0,24,False,False,0,0,0,6,False,True,True,True,True,True,0,False,True,False,False,False,True,False,0,True,True,False,True,False,55ae0e96ad2209c533732cd8cb7eddf8aa12c7c33c099b26c31f5522fdcda725,0.9694452631548496
False,True,False,False,True,False,False,False,False,False,0,6,False,False,0,0,0,6,True,True,False,True,False,False,0,True,True,False,False,False,True,False,0,True,True,True,True,False,533e0a0f414723a373ee61c7d7baef15eca6b819956a1cfca4fce1da61a5018d,0.8935621218752944
False,True,True,False,False,True,False,True,False,False,0,6,False,False,0,0,0,6,True,False,False,True,False,False,0,False,False,False,False,True,True,False,0,True,True,True,True,False,521414f78cb74e84dce577e0bea84adb0e021134e2d60d1a459eb0f572fe66eb,0.8971702155012428
False,True,True,False,False,False,False,True,False,False,0,24,False,False,0,0,0,6,True,True,False,True,True,False,0,False,False,False,False,False,True,False,0,True,True,True,True,False,521098a29538c2356a9071eb57750d7fa59f979c7acb658f1f98a7622a3f0136,0.9529679630303796
False,True,True,True,False,False,False,False,False,False,0,24,False,False,0,0,0,6,False,True,True,True,False,False,0,True,True,False,False,False,True,False,0,True,True,False,True,False,50bd0b8b40b268cbfefe3f112499e15a43114c6e347ef0010c0fae0a076a62d0,0.9629773021225873
False,True,True,False,False,False,False,False,False,False,0,6,False,False,0,0,0,6,True,True,False,True,True,False,0,False,True,False,False,False,True,False,0,True,True,True,True,False,4eea6bd6b74fdac14cd5464eb7175d5d69c44ece5fd3f558ec89bbf9fa786a24,0.8954274703926064
False,True,False,False,True,True,False,True,False,False,0,6,False,False,0,0,0,6,True,False,False,False,False,False,0,True,False,False,False,False,False,False,0,False,False,False,True,False,4e310d1687be8980de9a5a3ee76907887010fb0aa3ed0772b8e8de1c6b012a85,0.8865702555900254
False,False,False,False,True,False,False,True,False,False,0,0,False,False,0,0,0,6,False,True,False,False,False,True,0,False,False,False,False,True,False,False,0,False,False,False,True,False,4e104f166da8f7bef4180277b7000a7fdc518d8118b480dfc18b9e958d3e962c,0.7853574581066589
False,True,False,False,True,True,False,True,False,False,0,18,False,False,0,0,0,6,False,False,False,True,False,True,0,False,False,False,False,True,True,False,0,True,True,True,True,False,4c85edc9f5835cb0bbdb5e7299c1388204e35aa7568d8d7da1436236e75a9011,0.9326208983879128
False,True,False,False,True,False,False,False,False,False,0,6,False,False,0,0,0,6,True,True,False,False,False,False,0,True,True,False,False,False,False,False,0,False,False,False,True,False,4c6998cfc7a0a7cbcdcccc1a7048d48d5d6f3e9d5b7d3e86414668edabad6dbd,0.8753368354456205
False,True,True,False,False,True,False,False,False,False,0,18,False,False,0,0,0,6,True,False,True,True,False,False,0,True,True,False,False,False,True,False,0,True,True,False,True,False,4b9cd0e9ee7597ab82a153f28fa248cf9cf33e01487d0d8513717776773288b2,0.9472805876360728
False,True,False,True,True,True,False,False,False,False,0,6,False,False,0,0,0,6,False,False,True,True,False,False,0,False,False,False,False,True,True,True,0,True,True,False,True,False,4b98ece333d1e8ec8435a5743afe317f8d0e9617bc94c23c7bc4a5afdb0f67b2,0.8831672446879903
False,True,True,False,False,False,False,False,False,False,0,6,False,False,0,0,0,6,False,True,False,False,False,True,0,False,False,False,False,True,False,True,0,False,False,False,True,False,4b48a3059777a5ec5e23fa16a9810ce3880e045f848b13decec266760a8ab844,0.8827142230979482
False,True,False,False,True,True,False,False,False,False,0,18,False,False,0,0,0,6,False,False,False,True,False,True,0,True,False,False,False,False,True,True,0,True,True,True,True,False,4a53c05ef40d127c3f9d35d6c05b514762a38d9a2cfbbc03750383aef30a48f0,0.9506656424277052
False,True,True,False,False,False,False,False,False,False,0,24,False,False,0,0,0,6,False,True,False,False,True,True,0,False,True,False,False,False,False,False,0,False,False,False,True,False,4a2c7f224d52d32e04f2caac6cef43a76ee5bc3ee666903909566804e0387caa,0.9656076460546612
False,True,True,True,False,False,False,False,False,False,0,24,False,False,0,0,0,6,False,True,True,True,True,False,0,False,False,False,False,False,True,True,0,True,True,False,True,False,4a164904e4dce403adb35c6dc483affa99b85a8b37fe8d014eb403266bbc2257,1.0
False,False,True,False,False,True,False,False,False,False,0,0,False,False,0,0,0,6,True,False,True,True,False,False,0,False,True,False,False,True,True,False,0,True,True,False,True,False,46ad651bebfc2a115b49f671d7fdb992ffef881354c7320a98f64c41fa556d6d,0.7711005283281867
False,True,False,False,True,False,False,False,False,False,0,18,False,False,0,0,0,6,False,True,False,False,True,True,0,False,True,False,False,False,False,False,0,False,False,False,True,False,468b12bae39c59f4ed02c3b5d5ad60c9cee9bb4ea54f753f1973b7096b9f5488,0.9503452898947092
False,False,True,False,False,False,False,True,False,False,0,0,False,False,0,0,0,6,True,True,False,True,False,False,0,False,False,False,False,True,True,False,0,True,True,True,True,False,4519405a17ca209a5aaed293c29eeadb14f286b795eba0626c534c51d6dae9ea,0.7808431081962077
False,True,True,True,False,False,False,False,False,False,0,6,False,False,0,0,0,6,False,True,False,False,False,False,0,False,False,False,False,True,False,True,0,False,False,False,True,False,44e2059db4377619731d9bd6c6bf85686e229cb52d43ab52d62c0d1adb06e637,0.8868662735238736
False,False,False,False,True,True,False,False,False,False,0,0,False,False,0,0,0,6,False,False,False,False,True,True,0,False,False,False,False,False,False,True,0,False,False,False,True,False,44b2d970da1804e7a9dad75c6d88f7f714a28501c237e0c8f387ca8e7af3878a,0.8049339317017064
False,True,False,False,True,False,False,False,False,False,0,24,False,False,0,0,0,6,False,True,False,False,True,True,0,False,True,False,False,False,False,False,0,False,False,False,True,False,446f893d4474be5fb76df890c8405bc6f6e6dbf3a58a7a6b97bfe4f4ba591c7d,0.9646996078704244
False,True,False,True,True,False,False,False,False,False,0,6,False,False,0,0,0,6,False,True,False,True,False,False,0,True,False,False,False,False,True,True,0,True,True,True,True,False,446aaade8d2f7761ab8dfd445322cafda390f3dea066e510705a8edf6b448d1d,0.9173776421020128
False,True,False,False,True,False,False,True,False,False,0,6,False,False,0,0,0,6,False,True,False,False,False,True,0,True,False,False,False,False,False,False,0,False,False,False,True,False,43f5d8a9beff7d54881db52cc9833d02706c11741c757a8a71fd0f3281e0adb7,0.8925221117536566
False,True,False,True,True,False,False,True,False,False,0,24,False,False,0,0,0,6,False,True,False,False,False,False,0,True,False,False,False,False,False,False,0,False,False,False,True,False,43f186995d5205fb63d8ef676cbb475b9ed50d81af7c375ae9a5cbbf2ffdfbed,0.9772735627340516
False,True,False,False,True,True,False,False,False,False,0,6,False,False,0,0,0,6,True,False,False,True,False,False,0,True,True,False,False,False,True,False,0,True,True,True,True,False,436424c9719905da3c70aeb734acb491854cb285b25958bc93011f202ca26617,0.8935621218752944
False,True,True,False,False,False,False,False,False,False,0,6,False,False,0,0,0,6,False,True,True,True,False,True,0,False,False,False,False,True,True,True,0,True,True,False,True,False,433dee75d86e83d51b5541a54d5a30cbf174af7158e7b1659c18c91465b9690e,0.8824717844624884
False,False,True,False,False,True,False,False,False,False,0,0,False,False,0,0,0,6,False,False,False,False,True,True,0,False,True,False,False,False,False,False,0,False,False,False,True,False,4257b64c6b6737bee85e452a28b2e4e8299029fe1b827f0c16082f4f3a8a98d4,0.7876963562085761
False,True,True,False,False,False,False,False,False,False,0,18,False,False,0,0,0,6,False,True,False,True,True,True,0,False,False,False,False,False,True,True,0,True,True,True,True,False,421194597c163dd91d9ce4b9452c377345fa7089c0fef4436dffb95c673dd2c6,0.955538544064834
False,True,False,True,True,False,False,False,False,False,0,18,False,False,0,0,0,6,False,True,False,True,False,False,0,False,True,False,False,True,True,False,0,True,True,True,True,False,41cc982421a031b2b8dce89f75cce5d40a0d74290ffd38e977a1180be955b834,0.9142055937857434
False,True,False,False,True,False,False,False,False,False,0,24,False,False,0,0,0,6,True,True,False,True,False,False,0,True,False,False,False,False,True,True,0,True,True,True,True,False,4199e9d1f783742bed648413585476fc59d9ed095c0e882ab4b875deba8fb1e5,0.9485459361207882
False,False,True,False,False,False,False,False,False,False,0,0,False,False,0,0,0,6,True,True,False,False,False,False,0,True,True,False,False,False,False,False,0,False,False,False,True,False,411c43eb0a73f49a676d3a0b79ce54efe04a0ade465c9266bd77434c9a30a223,0.7897556638923868
False,False,True,False,False,True,False,False,False,False,0,0,False,False,0,0,0,6,False,False,False,True,True,True,0,False,True,False,False,False,True,False,0,True,True,True,True,False,4116b55dcc4089852640173cd04b3f2ee5809545ee00328dd8b522eca49fe5b6,0.7846495516732919
False,True,False,False,True,False,False,True,False,False,0,18,False,False,0,0,0,6,True,True,True,True,False,False,0,False,False,False,False,True,True,False,0,True,True,False,True,False,4032e63fa120e0822fccbdf4a939dd2a561bc3b20d6b13b6462ce1eb21695ff5,0.947569970876902
False,True,True,False,False,True,False,False,False,False,0,18,False,False,0,0,0,6,False,False,False,False,True,True,0,False,False,False,False,False,False,True,0,False,False,False,True,False,3e27236adfd6f53460d1fe4c202507e76066eb49001a4c753edbbecf93ff9de1,0.974812153971927
False,True,False,True,True,False,False,False,False,False,0,18,False,False,0,0,0,6,False,True,False,True,True,False,0,False,False,False,False,False,True,True,0,True,True,True,True,False,3c9e8ebf337ede55de397425f019d753dca4316654d807aa9f44fe7e234affa2,0.9552584867977596
False,False,False,False,True,False,False,True,False,False,0,0,False,False,0,0,0,6,False,True,True,True,False,True,0,False,False,False,False,True,True,False,0,True,True,False,True,False,3c131cdab6663f4b4b8ed3664954953ee23143f2be3b3e8a0b800107c146da72,0.7847042291213356
False,True,True,True,False,False,False,False,False,False,0,6,False,False,0,0,0,6,False,True,True,True,True,False,0,False,False,False,False,False,True,True,0,True,True,False,True,False,3c05066eec67a15033be163c0f9ff11b5c10fd45cd65ba4bee3ceb1d429624db,0.900964957534064
False,True,True,False,False,True,False,False,False,False,0,18,False,False,0,0,0,6,True,False,False,True,False,False,0,False,False,False,False,True,True,True,0,True,True,True,True,False,3b59129a021d428923efeb4b4e272ecb328af4bd1576087c9457576018770d05,0.9322259259112304
False,True,True,False,False,False,False,True,False,False,0,6,False,False,0,0,0,6,False,True,False,True,False,True,0,True,False,False,False,False,True,False,0,True,True,True,True,False,3af5a457026c819d30dc80cc9bff2566ff3b8be845fad79b0fb5cadb601a4af2,0.9131921802435928
False,True,False,False,True,True,False,False,False,False,0,18,False,False,0,0,0,6,True,False,False,True,False,False,0,False,True,False,False,True,True,False,0,True,True,True,True,False,3a9f642fc69e25b0249c29200e88afa8956cd7285f7f37db3737337e44c9138f,0.9101658413345288
False,False,True,True,False,True,False,False,False,False,0,0,False,False,0,0,0,6,False,False,False,True,False,False,0,False,False,False,False,True,True,True,0,True,True,True,True,False,3a228d1dcf6f5c383581a0ff216bb8a70643dccb6724026fe53a4d1e02f15289,0.791401346539455
False,True,False,True,True,False,False,False,False,False,0,18,False,False,0,0,0,6,False,True,False,False,True,False,0,False,False,False,False,False,False,True,0,False,False,False,True,False,39e6bf7b4ae0f339043540c5c6ef79c40c15d8b4c71c82f4258bb4e2aac593f0,0.9742547883386083
False,True,False,False,True,True,False,True,False,False,0,6,False,False,0,0,0,6,True,False,True,True,True,False,0,False,False,False,False,False,True,False,0,True,True,False,True,False,39ca32e007d7a07863a3325d5c0fa23b2ca8b597bfce86155ee28a1cc11b1cb5,0.8855552629798812
False,False,False,False,True,True,False,False,False,False,0,0,False,False,0,0,0,6,False,False,False,True,True,True,0,False,False,False,False,False,True,True,0,True,True,True,True,False,38b0c8a8e2fe00dbc1902830a85b2bad8c5f6f01a77dca9de1da1bd9eca7bac0,0.8016656898353217
False,False,False,False,True,True,False,True,False,False,0,0,False,False,0,0,0,6,False,False,False,False,True,True,0,False,False,False,False,False,False,False,0,False,False,False,True,False,3883d9b50a79df3dc01032b39341eba97040ff94b9eb2b574391bcd42cdb536e,0.8011954840947549
