coregistration/source_target/func_on_anat,signal_modeling/nuisance_regressors,motion_correction_realignment/register_to/mean,coregistration/cost_function/normalised_mutual_information,motion_correction_realignment/register_to/first,signal_modelling/temporal_noise_autocorrelation/FAST,spatial_normalization/template/MNI152_linear,spatial_normalization/interpolation/trilinear,spatial_normalization/template/MNI305,spatial_normalization/algorithm/linear,spatial_normalization/bias_regularisation/light,signal_modeling/nuisance_regressors/motion,coregistration/cost_function/normalised_cross_correlation,spatial_normalization/algorithm/DARTEL,spatial_normalization/bias_regularisation/medium,spatial_normalization/bias_regularisation/very_light,spatial_normalization/bias_fwhm,spatial_smoothing/fwhm,coregistration/cost_function/mutual_information,signal_modelling/temporal_noise_autocorrelation/AR1,slice_timing_correction/ref_slice/middle,slice_timing_correction/ref_slice,signal_modeling/hrf/temporal_derivs,coregistration/cost_function/entropy_correlation_coefficient,spatial_normalization/bias_regularisation/extremely_light,signal_modeling/hrf/canonical,spatial_normalization/interpolation/nearest_neighbour,spatial_normalization/bias_regularisation,signal_modeling/nuisance_regressors/comp_cor,signal_modeling/hrf/temporal_dispersion_derivs,slice_timing_correction/tool,spatial_normalization/interpolation/bspline,spatial_normalization/bias_regularisation/heavy,slice_timing_correction,slice_timing_correction/tool/spm,slice_timing_correction/ref_slice/first,coregistration/source_target/anat_on_func,spatial_normalization/template/MNI152_nonlinear,id,from_ref
False,True,True,False,False,False,False,True,False,False,0,6,False,False,0,0,0,6,True,True,True,True,True,False,0,False,False,False,False,False,True,False,0,True,True,False,True,False,c06057dcb5e07481b745968b93b4db5b6bd56621fbe11d001227ca41cbf6a132,0.8857592535953634
False,False,True,True,False,False,False,False,False,False,0,0,False,False,0,0,0,6,False,True,False,True,False,False,0,False,False,False,False,True,True,True,0,True,True,True,True,False,bf593122999fd428c179ffec196f63d59fecdcf4bf9e4b4668dc60736f58a794,0.791401346539455
False,False,False,False,True,True,False,False,False,False,0,0,False,False,0,0,0,6,True,False,False,False,False,False,0,True,False,False,False,False,False,True,0,False,False,False,True,False,bf0cd53a2cd494432b98607e413c9dcc76b05ce794fd5e9e79857b681a7a8da9,0.8016425381189365
False,True,True,False,False,False,False,False,False,False,0,6,False,False,0,0,0,6,False,True,False,False,True,True,0,False,False,False,False,False,False,True,0,False,False,False,True,False,be3dbb1f0c25a7dd6a0d607f4fd04029662420d85cda1af93f615ed49ec4e9c1,0.895965704968731
False,False,False,True,True,False,False,True,False,False,0,0,False,False,0,0,0,6,False,True,True,True,False,False,0,False,False,False,False,True,True,False,0,True,True,False,True,False,bdd4553e82d07c5d35b94b13ac6abc4b4302e5353ae639ca4c725c65c02717d1,0.7849657633140554
False,True,False,True,True,False,False,False,False,False,0,24,False,False,0,0,0,6,False,True,False,True,True,False,0,False,False,False,False,False,True,True,0,True,True,True,True,False,bd38bf68c4610266db4c0ba6041ca72fb8bf251ba4d76455b42b7ae84d8fd4a5,0.9613514024880336
False,False,False,False,True,False,False,True,False,False,0,0,False,False,0,0,0,6,True,True,False,True,False,False,0,False,False,False,False,True,True,False,0,True,True,True,True,False,bcc6a0d5be4e3b221cd4691bb2c2a0d2abd2c50d938ffa0a87544e7b75cdb42f,0.7804838249659242
False,True,True,False,False,False,False,True,False,False,0,24,False,False,0,0,0,6,False,True,False,True,False,True,0,True,False,False,False,False,True,False,0,True,True,True,True,False,bc8614bf6bdb974d35cdca8000dcf6852fa4abcca5b33356b36f46bfada952db,0.95270046982649
False,True,False,True,True,False,False,False,False,False,0,18,False,False,0,0,0,6,False,True,True,True,False,False,0,False,True,False,False,True,True,False,0,True,True,False,True,False,bc22f931ea06952b6f86099d02d90d4dbd14c43dbdc7839857567a8901f2ab15,0.9348982685525188
False,True,True,True,False,False,False,False,False,False,0,18,False,False,0,0,0,6,False,True,True,True,False,False,0,True,False,False,False,False,True,True,0,True,True,False,True,False,b8e9a692db5aba020e73666d06018faae17cb6bb31301bb532756ca22df7ba84,0.9795259345903968
False,True,False,False,True,False,False,False,False,False,0,18,False,False,0,0,0,6,True,True,False,True,False,False,0,True,True,False,False,False,True,False,0,True,True,True,True,False,b8034835938bc6ea5b07d3756acd23e4b0a6aba90eef5ea829843f6636a453a3,0.9255924766648288
False,True,True,False,False,False,False,False,False,False,0,24,False,False,0,0,0,6,True,True,False,True,True,False,0,False,False,False,False,False,True,True,0,True,True,True,True,False,b75264c902872bca70b5eedb93e328ce2721c4ece1d061639b6c87decc4a011c,0.9557600595198956
False,True,False,False,True,True,False,True,False,False,0,18,False,False,0,0,0,6,False,False,False,False,True,True,0,False,False,False,False,False,False,False,0,False,False,False,True,False,b6aae08414252bd66bbcbc88975b8d7fbfe55b618107c0f80941b8a4d5e97557,0.9686445740994984
False,True,True,False,False,True,False,True,False,False,0,24,False,False,0,0,0,6,False,False,True,True,False,True,0,True,False,False,False,False,True,False,0,True,True,False,True,False,b618d0012db3d160b79fbc74136d90d04e76ea20a0fa2b22361350970ec2a64a,0.9815351486092216
False,False,True,False,False,False,False,False,False,False,0,0,False,False,0,0,0,6,True,True,False,True,True,False,0,False,True,False,False,False,True,False,0,True,True,True,True,False,b4e38d777d75ad84dfc119e69b43af5122cab20f3d06718b50237097bdcd82be,0.7845985184040666
False,True,False,False,True,True,False,False,False,False,0,18,False,False,0,0,0,6,True,False,False,True,True,False,0,False,False,False,False,False,True,True,0,True,True,True,True,False,b48df1cbdc36663965cde9a7f5d68f4d6976a50096c288aaa08d3bdd6d073f61,0.9474626736537356
False,True,True,False,False,True,False,False,False,False,0,18,False,False,0,0,0,6,False,False,False,True,False,True,0,False,True,False,False,True,True,False,0,True,True,True,True,False,b4849228e55a664c013986a6ee19386eaf13ae3b8b70fee8a5d688d48f30c4d1,0.9161813282161554
False,True,False,True,True,True,False,False,False,False,0,6,False,False,0,0,0,6,False,False,False,True,False,False,0,False,True,False,False,True,True,False,0,True,True,True,True,False,b377d46d7a77f9d45d458a4075f581863a928bc8cabae44fe0bf434a486cc2c6,0.8844656070950077
False,True,False,False,True,False,False,False,False,False,0,24,False,False,0,0,0,6,False,True,False,False,True,True,0,False,False,False,False,False,False,True,0,False,False,False,True,False,b31f3e99f37ea17cb9cccb2b499f7699fd73ecacb00dc6b53c32ed7b5cae1aca,0.9892413457602552
False,True,True,False,False,False,False,True,False,False,0,24,False,False,0,0,0,6,False,True,True,True,False,True,0,False,False,False,False,True,True,False,0,True,True,False,True,False,b141013f2ad32ecc0469e69560ef93ef297a6dfd1ed01d25c6d9b2ed11cbeff3,0.9731132200790272
False,False,False,False,True,False,False,False,False,False,0,0,False,False,0,0,0,6,False,True,False,True,False,True,0,False,False,False,False,True,True,True,0,True,True,True,True,False,b113529b25ad5d523e71aa871814dd6488422ed4e99bcd12ac5e9d99114f7180,0.7882847640963307
False,True,False,True,True,True,False,False,False,False,0,24,False,False,0,0,0,6,False,False,False,False,True,False,0,False,False,False,False,False,False,True,0,False,False,False,True,False,b10ba27b41c72cecd805fe36c225741ff4fd50f1f9f734d027a7de9a13d74ad5,0.989591569466676
False,True,False,False,True,False,False,False,False,False,0,24,False,False,0,0,0,6,False,True,False,True,False,True,0,False,True,False,False,True,True,False,0,True,True,True,True,False,afed5de919f819778b0f1b73b224496b6279a471feaf25029b88811cf25e7739,0.919607512163908
False,True,True,False,False,False,False,False,False,False,0,18,False,False,0,0,0,6,True,True,False,False,True,False,0,False,True,False,False,False,False,False,0,False,False,False,True,False,af3b74ddb494cd8ec4278d8acba801ac4cf7f36dca5c39b5cd7892a73ca4cf99,0.947670964133174
False,True,False,False,True,True,False,False,False,False,0,18,False,False,0,0,0,6,False,False,False,False,False,True,0,False,True,False,False,True,False,False,0,False,False,False,True,False,ad56251c268422d5341551ccc1e027f2c3599e0959f27285135ddb10565a07da,0.9326761073629704
False,True,False,False,True,False,False,True,False,False,0,18,False,False,0,0,0,6,True,True,True,True,False,False,0,True,False,False,False,False,True,False,0,True,True,False,True,False,acf303e1f6f2b2fd90f428fe144caa8325154f9683c1ee93ff9df0b042b1e86e,0.9620785678766366
False,True,True,True,False,True,False,False,False,False,0,6,False,False,0,0,0,6,False,False,False,True,True,False,0,False,False,False,False,False,True,True,0,True,True,True,True,False,ac575e9a31eb72f745e2e5257217f4455d038e1b2f89b72bb4016f3cda09e0fa,0.922987931807462
False,True,True,False,False,True,False,False,False,False,0,24,False,False,0,0,0,6,True,False,False,True,False,False,0,False,True,False,False,True,True,False,0,True,True,True,True,False,a967fb95c0c212e9f070c6b8fd9b82556f124450bbdb47e3f437e1f5ed9ab3c3,0.9194327694679676
False,True,False,False,True,False,False,True,False,False,0,18,False,False,0,0,0,6,False,True,False,False,False,True,0,True,False,False,False,False,False,False,0,False,False,False,True,False,a8cda09b7bfca564138aa0c485f9667ce7358c0596307ece397ab7c257395818,0.9658321394154442
False,False,True,False,False,False,False,False,False,False,0,0,False,False,0,0,0,6,False,True,False,True,False,True,0,False,True,False,False,True,True,False,0,True,True,True,True,False,a8a449776d4e99bd7983c8305e38373613f58187d9c8032064ca6447fe42e9d0,0.7718997446949163
False,True,True,False,False,True,False,True,False,False,0,24,False,False,0,0,0,6,False,False,False,True,False,True,0,False,False,False,False,True,True,False,0,True,True,True,True,False,a81f94290b1b4f571a07d9b91a109579ee7d03659cdf5216157b167156c79e37,0.94141398018254
False,True,False,False,True,True,False,True,False,False,0,6,False,False,0,0,0,6,True,False,False,False,False,False,0,False,False,False,False,True,False,False,0,False,False,False,True,False,a7b8f82ee5d06a45ac5806205170c0b6ca0986d5e62c88b70efff083ac47bc73,0.8723022535237648
False,False,True,False,False,True,False,False,False,False,0,0,False,False,0,0,0,6,True,False,False,True,False,False,0,False,True,False,False,True,True,False,0,True,True,True,True,False,a7afab3c55885659695981dd3fb7edee2b7259e67a3f2d4c0c6f57077e835144,0.7708958826728557
False,True,True,False,False,False,False,True,False,False,0,18,False,False,0,0,0,6,True,True,False,True,False,False,0,True,False,False,False,False,True,False,0,True,True,True,True,False,a60decc0bcf0875b7106a60b1bf5def5feda83c27ae6c1823da3a3f486d25f52,0.9424081315792132
False,True,True,False,False,False,False,True,False,False,0,6,False,False,0,0,0,6,False,True,False,False,False,True,0,False,False,False,False,True,False,False,0,False,False,False,True,False,a45d194b03abee14419786be0d0c3f14f942517f5aee250e63263e57114149d2,0.8777813672561752
False,True,True,False,False,True,False,False,False,False,0,18,False,False,0,0,0,6,True,False,True,True,True,False,0,False,False,False,False,False,True,True,0,True,True,False,True,False,a3157837cf0dca87636640cfdbaa172285a4f7472646dbc5ca30b14b00176c12,0.971279138218378
False,True,False,True,True,False,False,False,False,False,0,6,False,False,0,0,0,6,False,True,False,True,True,False,0,False,True,False,False,False,True,False,0,True,True,True,True,False,a2eaec179fdc460cef0df0baa1e3610b2c7bc58309d98b7d3e4d2984ce5ea7ee,0.898198793012939
False,True,False,True,True,True,False,False,False,False,0,24,False,False,0,0,0,6,False,False,False,True,False,False,0,True,True,False,False,False,True,False,0,True,True,True,True,False,a0909dbb3e093669afeacf8d2abafe291f5fffbab70f4876f279def0a8c8770e,0.934741002620308
False,False,False,True,True,False,False,False,False,False,0,0,False,False,0,0,0,6,False,True,True,True,False,False,0,False,False,False,False,True,True,True,0,True,True,False,True,False,a00cd5ad1aaf5d8a08da69e5dddde2a6544b329b9aa5bb9399dae4294762eeac,0.7888062030852222
False,True,False,False,True,False,False,False,False,False,0,18,False,False,0,0,0,6,True,True,False,False,True,False,0,False,False,False,False,False,False,True,0,False,False,False,True,False,9f5fe8b5d28b2be578ebf622991e8cbd4906a24f2d54d57236946acbdd0a311e,0.965971104583316
False,False,False,False,True,True,False,True,False,False,0,0,False,False,0,0,0,6,True,False,False,False,False,False,0,True,False,False,False,False,False,False,0,False,False,False,True,False,9e633eb5edf0da262fb1e117bc01ed11791269fa1d8afbd7ace679e0a0df2cf7,0.7985898721187271
False,True,False,False,True,False,False,False,False,False,0,18,False,False,0,0,0,6,False,True,False,False,True,True,0,False,False,False,False,False,False,True,0,False,False,False,True,False,9dffa85ef61bb6d414ebfc4963c1baea8ea0f8bb96f240a1a4038ff6a93a1066,0.97384037379928
False,True,True,False,False,True,False,True,False,False,0,24,False,False,0,0,0,6,False,False,True,True,False,True,0,False,False,False,False,True,True,False,0,True,True,False,True,False,9cad21f114e9adad0903d9351faa03c7d0ccd8da7ddb86f33dc5fa54cd048ac4,0.9731132200790272
False,True,True,True,False,True,False,False,False,False,0,24,False,False,0,0,0,6,False,False,False,True,True,False,0,False,False,False,False,False,True,True,0,True,True,True,True,False,9c6b62d807829c22b0706ca3f29f0870cfab38bd8483c919d9f3d7a34533c51b,0.9667114558858614
False,True,True,False,False,True,False,False,False,False,0,24,False,False,0,0,0,6,False,False,True,True,False,True,0,True,False,False,False,False,True,True,0,True,True,False,True,False,9ba0b718d790ea3aeb14db56b7aaf7384521784e4c78d01b96c838727f4fe983,0.985550769461822
False,True,True,False,False,True,False,True,False,False,0,6,False,False,0,0,0,6,True,False,False,True,False,False,0,True,False,False,False,False,True,False,0,True,True,True,True,False,9a8c693b384e5351f6670c2977d50753dac6cdba0a6d6cf1bda1a152651ac000,0.90903398964779
False,True,False,False,True,True,False,True,False,False,0,6,False,False,0,0,0,6,True,False,False,False,True,False,0,False,False,False,False,False,False,False,0,False,False,False,True,False,9a4711469d2ccd032757c46e44370900cf85171132278cc7383e85b6d96a6941,0.8857313767350744
False,True,True,False,False,False,False,False,False,False,0,6,False,False,0,0,0,6,True,True,True,True,False,False,0,True,True,False,False,False,True,False,0,True,True,False,True,False,9996b0f1d3f92a2b6b18d4be340c099b36b18991405076abab9ad7b21104294b,0.8736009484767746
False,True,True,False,False,False,False,False,False,False,0,6,False,False,0,0,0,6,True,True,True,True,False,False,0,False,False,False,False,True,True,True,0,True,True,False,True,False,9990f669aafd42b4f673bd9474dc07b195251c54acc00bd299ea802c7294d56a,0.8765289232735733
False,True,False,False,True,False,False,False,False,False,0,24,False,False,0,0,0,6,False,True,False,True,True,True,0,False,True,False,False,False,True,False,0,True,True,True,True,False,992ef0c0a10a75c6a75a89b437cada323a0558195b972891c9a4a45ab0da89fd,0.9382026465360936
False,False,False,True,True,True,False,False,False,False,0,0,False,False,0,0,0,6,False,False,False,False,False,False,0,False,False,False,False,True,False,True,0,False,False,False,True,False,990d5fe02144473a2feac3d1901ba5abf2c485f469f6c37699bb65cc7a48b2f1,0.7894881338089711
False,False,True,True,False,True,False,False,False,False,0,0,False,False,0,0,0,6,False,False,False,True,False,False,0,False,True,False,False,True,True,False,0,True,True,True,True,False,983166e33877a6672294aac65d231a4897f09e0b83bc83159b9a1c0959b9bc75,0.773172599534004
False,True,False,False,True,True,False,False,False,False,0,18,False,False,0,0,0,6,True,False,True,True,True,False,0,False,False,False,False,False,True,True,0,True,True,False,True,False,96826c251a7d5c8adb5b00758392f8141b0800f7bef59aa63f1534a25714228c,0.9691362831103576
False,True,False,False,True,True,False,True,False,False,0,24,False,False,0,0,0,6,True,False,False,True,False,False,0,True,False,False,False,False,True,False,0,True,True,True,True,False,963d054bbf986302ae626d5ad9732381a885b0705e002bdcc1828bb0b3c88de4,0.9461318476111784
False,False,False,True,True,True,False,True,False,False,0,0,False,False,0,0,0,6,False,False,True,True,False,False,0,True,False,False,False,False,True,False,0,True,True,False,True,False,9630327f48bc00eee1d66459be4b19edb8b4e81ddbd1660e24940143f2956b2e,0.8026563474474715
False,True,False,False,True,False,False,False,False,False,0,18,False,False,0,0,0,6,False,True,True,True,True,True,0,False,False,False,False,False,True,True,0,True,True,False,True,False,95722853b877609addb1a1a442d1aed28f8810113fc80e9e7b9bd1f718dec722,0.976035017010186
False,False,True,True,False,False,False,False,False,False,0,0,False,False,0,0,0,6,False,True,False,True,False,False,0,True,False,False,False,False,True,True,0,True,True,True,True,False,9548a2b5587684a77a8d1a14044c23c8330596746378e283a1a181a5c9f59727,0.8071646333498568
False,True,True,True,False,False,False,False,False,False,0,24,False,False,0,0,0,6,False,True,True,True,False,False,0,False,False,False,False,True,True,True,0,True,True,False,True,False,952ae01c6065f7d618a92ea74ce7997f1ae21c5646ca5121597a4c3223940fcb,0.98231974723675
False,True,True,False,False,True,False,False,False,False,0,18,False,False,0,0,0,6,False,False,False,True,True,True,0,False,False,False,False,False,True,True,0,True,True,True,True,False,947c8599854767a69927153bb06d8d92e363f28656b15ca25c6e7bf97c6f3b2c,0.955538544064834
False,True,False,True,True,False,False,True,False,False,0,6,False,False,0,0,0,6,False,True,False,True,True,False,0,False,False,False,False,False,True,False,0,True,True,True,True,False,942e86b7e792f18512bc9167e75356c4dd0396180762e191682120dd838a2efc,0.9138424035053274
False,True,True,False,False,False,False,False,False,False,0,6,False,False,0,0,0,6,False,True,False,False,False,True,0,True,False,False,False,False,False,True,0,False,False,False,True,False,9329a9573e0cb7d81a979528581d9b1f791a83dad0ff491589d5101ab08cb7e4,0.8967407653792007
False,True,True,False,False,True,False,True,False,False,0,6,False,False,0,0,0,6,False,False,False,False,True,True,0,False,False,False,False,False,False,False,0,False,False,False,True,False,92da8cb1569cf655493365bbd86f51cf44470f50bd8833d4021212bfe0cd769e,0.890582805763591
False,True,False,True,True,False,False,True,False,False,0,24,False,False,0,0,0,6,False,True,False,True,True,False,0,False,False,False,False,False,True,False,0,True,True,True,True,False,921e6ff8928b76679d7bfbd7969f4993bbbd835531a46ff5333bdb99e741568c,0.9574014245787418
False,True,False,True,True,True,False,False,False,False,0,24,False,False,0,0,0,6,False,False,False,True,True,False,0,False,True,False,False,False,True,False,0,True,True,True,True,False,920be9eda7ba0d79f9a8802c456b3c8d922f840cf8d52f6465588528451207b4,0.9383465496799216
False,True,False,True,True,False,False,False,False,False,0,6,False,False,0,0,0,6,False,True,False,False,True,False,0,False,False,False,False,False,False,True,0,False,False,False,True,False,9111a94c1a55f876b2a92dfa6466af0879e5b3487240c5ebf816502c3366b1d5,0.8976146131360991
False,True,True,False,False,False,False,True,False,False,0,18,False,False,0,0,0,6,True,True,True,True,False,False,0,True,False,False,False,False,True,False,0,True,True,False,True,False,90857a6b00cbc337213595e2da1761df8e6b10f20298aca17f6c8a1ab5b8e70e,0.9634634991843496
False,False,True,True,False,True,False,True,False,False,0,0,False,False,0,0,0,6,False,False,False,True,False,False,0,False,False,False,False,True,True,False,0,True,True,True,True,False,906428fa4c14f99246fc5300d27fa3a65f5b0acc62e2ff95008d42cc49ad2eef,0.7872999833820231
False,True,False,False,True,False,False,False,False,False,0,18,False,False,0,0,0,6,True,True,False,False,True,False,0,False,True,False,False,False,False,False,0,False,False,False,True,False,9037f0169081bf3c0dea98c2604ec4ed695ecb0ca86f36fab79f2a3a712a0361,0.9458052829119848
False,True,True,True,False,True,False,False,False,False,0,24,False,False,0,0,0,6,False,False,False,False,False,False,0,False,True,False,False,True,False,False,0,False,False,False,True,False,8ee1ced3174a1b04102e02203a45a1b6112b8138c9eba396cb9407cb65455cd1,0.9491505573799992
False,True,False,True,True,False,False,False,False,False,0,24,False,False,0,0,0,6,False,True,True,True,True,False,0,False,True,False,False,False,True,False,0,True,True,False,True,False,8eca18cbccea8d97e057e23e75c76aeeeae2dab0261807f15e077675c94e3dd3,0.9687654413461516
False,True,False,True,True,False,False,False,False,False,0,24,False,False,0,0,0,6,False,True,True,True,True,False,0,False,False,False,False,False,True,True,0,True,True,False,True,False,8eb26b31d64a13f21c31b95c6531f195e1529e9d04ecb9d8308d94da7c3c4dc4,0.9937327273265816
False,True,False,True,True,True,False,False,False,False,0,24,False,False,0,0,0,6,False,False,False,False,True,False,0,False,True,False,False,False,False,False,0,False,False,False,True,False,8e7a3fb09a6004de3f0afe2851c25be3282d4b51ffe7cb8bba3dc83dfdf29ed1,0.9653338143648286
False,True,False,True,True,False,False,False,False,False,0,24,False,False,0,0,0,6,False,True,False,False,False,False,0,False,False,False,False,True,False,True,0,False,False,False,True,False,8e7738f4d69bfb52051420323f77167ecf85dfb9cdc9e6c51db70413def689ca,0.9712113816785156
False,False,True,False,False,True,False,False,False,False,0,0,False,False,0,0,0,6,False,False,False,True,False,True,0,False,False,False,False,True,True,True,0,True,True,True,True,False,8dc84b96e3266321d0e8ccbd7e46e94edd7dce5ed3668a81fa7c8811dbb9546b,0.7877143411859556
False,False,True,False,False,False,False,False,False,False,0,0,False,False,0,0,0,6,True,True,True,True,True,False,0,False,True,False,False,False,True,False,0,True,True,False,True,False,8d06dadf29539433e899ecf1246a4459d3fcea4c05a7649a2d44579c298bff46,0.7870032060152142
False,True,False,False,True,True,False,False,False,False,0,24,False,False,0,0,0,6,True,False,False,True,False,False,0,True,False,False,False,False,True,True,0,True,True,True,True,False,8bd4b4a58aacb3b1e23f17b73e61cd031e2dcffac51d2508880f4bd5125812fa,0.9485459361207882
False,True,True,False,False,False,False,False,False,False,0,24,False,False,0,0,0,6,False,True,False,True,False,True,0,False,False,False,False,True,True,True,0,True,True,True,True,False,8b14cda8376650b7fdb7ba7b35c2925306419e2b61f1b3725acde41599522f34,0.9445329954096848
False,True,True,True,False,False,False,False,False,False,0,6,False,False,0,0,0,6,False,True,True,True,False,False,0,False,True,False,False,True,True,False,0,True,True,False,True,False,8b0536ff1f27f2ac4767ba4a610e6b6acaf3f3193a2fe00259aa19f0547c6c68,0.86235851826233
False,True,True,True,False,False,False,True,False,False,0,24,False,False,0,0,0,6,False,True,True,True,True,False,0,False,False,False,False,False,True,False,0,True,True,False,True,False,889bbc7063e945b85a8312088b6ab5295b542eacaadc80f5d9c223e117f2d754,0.9935889995255236
False,True,True,False,False,True,False,False,False,False,0,24,False,False,0,0,0,6,False,False,False,False,False,True,0,True,True,False,False,False,False,False,0,False,False,False,True,False,885e713775f3e76f5757003b0aa28bc3274ac6684c3cae78d5fff7c224247d1f,0.9576462763953688
False,True,False,False,True,True,False,False,False,False,0,24,False,False,0,0,0,6,True,False,True,True,True,False,0,False,False,False,False,False,True,True,0,True,True,False,True,False,87e2e5ad5af5dc80542e9426029f1b00891b22194ecbf4ee997d4d99a24393c6,0.9848540268191632
False,True,False,True,True,False,False,False,False,False,0,18,False,False,0,0,0,6,False,True,False,False,False,False,0,False,True,False,False,True,False,False,0,False,False,False,True,False,85274be9c76e96ce791c7d6dab65e91da3cd065881355feeaad9b29eb90c88f0,0.9325281582888274
False,True,False,False,True,True,False,False,False,False,0,6,False,False,0,0,0,6,False,False,True,True,False,True,0,False,False,False,False,True,True,True,0,True,True,False,True,False,84726feeb56faa79a43c9b483f1ad6d7365b40a0be52773be8ad78d5f9eaf30d,0.8827919510582602
False,True,True,False,False,False,False,False,False,False,0,18,False,False,0,0,0,6,True,True,True,True,False,False,0,False,False,False,False,True,True,True,0,True,True,False,True,False,831f574c5dc3ddabe65afc3e7315dbc4d98a73254e4cdce4c05a6545f48f5486,0.9543672803483768
False,True,False,False,True,True,False,False,False,False,0,24,False,False,0,0,0,6,True,False,False,True,False,False,0,False,False,False,False,True,True,True,0,True,True,True,True,False,82b485e33d555b88c696327af0b870f7c4f0ddfa1ab27fd08386cb7130f36c82,0.9345316932505364
False,True,False,True,True,False,False,False,False,False,0,18,False,False,0,0,0,6,False,True,False,True,False,False,0,False,False,False,False,True,True,True,0,True,True,True,True,False,824be9a1c7dc07065a2d3886659f042567517fe25a03cd2e944ecab2030e0eab,0.9364617444238674
False,True,False,True,True,False,False,True,False,False,0,6,False,False,0,0,0,6,False,True,False,False,True,False,0,False,False,False,False,False,False,False,0,False,False,False,True,False,820eebf31d40705b193f4e818003a6ac2279e75ddbbf19179c597cf3e0005bf4,0.8924491582239386
False,True,False,False,True,True,False,False,False,False,0,24,False,False,0,0,0,6,False,False,False,True,False,True,0,False,True,False,False,True,True,False,0,True,True,True,True,False,80ac5525dea6b2ed1e44bd2fb4d251b64d18f7658270c735b87e96cf1b3df30c,0.919607512163908
False,True,True,False,False,False,False,False,False,False,0,6,False,False,0,0,0,6,True,True,True,True,True,False,0,False,True,False,False,False,True,False,0,True,True,False,True,False,800d4ef467f42a27d3e1f5ffd6f2b8448bd728fbd47a53ca256228e7a0c9f14c,0.8728113053962182
False,True,True,False,False,False,False,True,False,False,0,6,False,False,0,0,0,6,False,True,False,False,True,True,0,False,False,False,False,False,False,False,0,False,False,False,True,False,7fa89b1d98c56d527807d53063078dbbaf16251caf2f31bf39afcb82499e61e3,0.890582805763591
False,True,True,True,False,True,False,False,False,False,0,18,False,False,0,0,0,6,False,False,False,True,False,False,0,True,False,False,False,False,True,True,0,True,True,True,True,False,7f4efa96a158acdce556a69531df8bcb5f11c7f6c27cf663367257533a234804,0.9556405038127012
False,False,True,False,False,False,False,False,False,False,0,0,False,False,0,0,0,6,True,True,False,True,False,False,0,False,False,False,False,True,True,True,0,True,True,True,True,False,7f31a9abbd8ade491ec281dc5d78eff09d61e6e68ca904908a808ef4db8290fa,0.7839065740125511
False,False,False,False,True,True,False,True,False,False,0,0,False,False,0,0,0,6,False,False,False,False,False,True,0,True,False,False,False,False,False,False,0,False,False,False,True,False,7f2f611ad961f86da2e08614167486927f1735f1a11b75b14046de2b80494df1,0.8031495754967863
False,True,True,False,False,True,False,True,False,False,0,6,False,False,0,0,0,6,True,False,False,False,False,False,0,True,False,False,False,False,False,False,0,False,False,False,True,False,7f000ee2e85fa2d0ae10a50b82d01afdeebaca757d692b8415c3b9e6dff868a6,0.8868905989821029
False,True,True,True,False,True,False,False,False,False,0,18,False,False,0,0,0,6,False,False,False,True,False,False,0,False,True,False,False,True,True,False,0,True,True,True,True,False,7ecf24af36852b4efb831723f5254186a69a212d1e73bb50c139c7523fb63087,0.9172501302310984
False,True,True,True,False,True,False,False,False,False,0,6,False,False,0,0,0,6,False,False,False,True,True,False,0,False,True,False,False,False,True,False,0,True,True,True,True,False,7e4599f09c66897e793374bab7baa5c87e923d56b10275973876c985553aafe4,0.9001251988314862
False,True,True,False,False,True,False,False,False,False,0,24,False,False,0,0,0,6,True,False,False,True,True,False,0,False,False,False,False,False,True,True,0,True,True,True,True,False,7d63c0690a7bb744f20a686999256d4a716c1bbfded6d14e8fdb0a1edee4bf69,0.9558236190102518
False,True,True,False,False,True,False,False,False,False,0,24,False,False,0,0,0,6,False,False,True,True,False,True,0,False,True,False,False,True,True,False,0,True,True,False,True,False,7d3270a664f7d52829fa970856e68ab17001469f268678c719b07a99d8dd7ceb,0.9512346032170584
False,True,False,False,True,False,False,True,False,False,0,24,False,False,0,0,0,6,True,True,False,False,False,False,0,False,False,False,False,True,False,False,0,False,False,False,True,False,7b0c23dc28a8c017f164527a4fe8f5c9774f53962d73f2a30ca5cf6e5effa91c,0.9599845057597576
False,True,False,True,True,True,False,False,False,False,0,24,False,False,0,0,0,6,False,False,False,False,False,False,0,False,False,False,False,True,False,True,0,False,False,False,True,False,79935ffa52329fff65528f8888a4a3c3de3fdab22fa7cdbfefc5f5c274d5a2f0,0.9712113816785156
False,False,True,False,False,False,False,True,False,False,0,0,False,False,0,0,0,6,False,True,False,True,False,True,0,False,False,False,False,True,True,False,0,True,True,True,True,False,7920ed9640f7f7ba97c9c7649705a4bbe1770f93bfbb16897433cd829ca3d556,0.784017470538066
False,True,False,False,True,True,False,True,False,False,0,24,False,False,0,0,0,6,True,False,False,True,True,False,0,False,False,False,False,False,True,False,0,True,True,True,True,False,78b41f0a90214705b90a7e938db1a6538b61a02d434e71163f5e2b8514f1dc17,0.9507485285211918
False,False,True,False,False,False,False,False,False,False,0,0,False,False,0,0,0,6,False,True,True,True,False,True,0,False,True,False,False,True,True,False,0,True,True,False,True,False,7846260f99d3f5b158d67e1898c3c88e3b84e72eb948390b9752f6a68c2911d0,0.7717762453300814
