coregistration/source_target/func_on_anat,signal_modeling/nuisance_regressors,motion_correction_realignment/register_to/mean,coregistration/cost_function/normalised_mutual_information,motion_correction_realignment/register_to/first,signal_modelling/temporal_noise_autocorrelation/FAST,spatial_normalization/template/MNI152_linear,spatial_normalization/interpolation/trilinear,spatial_normalization/template/MNI305,spatial_normalization/algorithm/linear,spatial_normalization/bias_regularisation/light,signal_modeling/nuisance_regressors/motion,coregistration/cost_function/normalised_cross_correlation,spatial_normalization/algorithm/DARTEL,spatial_normalization/bias_regularisation/medium,spatial_normalization/bias_regularisation/very_light,spatial_normalization/bias_fwhm,spatial_smoothing/fwhm,coregistration/cost_function/mutual_information,signal_modelling/temporal_noise_autocorrelation/AR1,slice_timing_correction/ref_slice/middle,slice_timing_correction/ref_slice,signal_modeling/hrf/temporal_derivs,coregistration/cost_function/entropy_correlation_coefficient,spatial_normalization/bias_regularisation/extremely_light,signal_modeling/hrf/canonical,spatial_normalization/interpolation/nearest_neighbour,spatial_normalization/bias_regularisation,signal_modeling/nuisance_regressors/comp_cor,signal_modeling/hrf/temporal_dispersion_derivs,slice_timing_correction/tool,spatial_normalization/interpolation/bspline,spatial_normalization/bias_regularisation/heavy,slice_timing_correction,slice_timing_correction/tool/spm,slice_timing_correction/ref_slice/first,spatial_normalization/template/MNI152_nonlinear,id,from_ref
False,True,True,True,False,False,False,False,False,False,0,24,False,False,0,0,0,6,False,True,True,True,False,False,0,True,True,False,False,False,True,False,0,True,True,False,False,50bd0b8b40b268cbfefe3f112499e15a43114c6e347ef0010c0fae0a076a62d0,0.9539300795749468
False,False,False,False,True,False,False,True,False,False,0,0,False,False,0,0,0,6,False,True,False,False,False,True,0,False,False,False,False,True,False,False,0,False,False,False,False,4e104f166da8f7bef4180277b7000a7fdc518d8118b480dfc18b9e958d3e962c,0.7873199011620097
False,True,True,False,False,True,False,False,False,False,0,18,False,False,0,0,0,6,True,False,True,True,False,False,0,True,True,False,False,False,True,False,0,True,True,False,False,4b9cd0e9ee7597ab82a153f28fa248cf9cf33e01487d0d8513717776773288b2,0.9512816611798482
False,True,False,False,True,True,False,False,False,False,0,18,False,False,0,0,0,6,False,False,False,True,False,True,0,True,False,False,False,False,True,True,0,True,True,True,False,4a53c05ef40d127c3f9d35d6c05b514762a38d9a2cfbbc03750383aef30a48f0,0.9489328287788306
False,False,True,False,False,True,False,False,False,False,0,0,False,False,0,0,0,6,True,False,True,True,False,False,0,False,True,False,False,True,True,False,0,True,True,False,False,46ad651bebfc2a115b49f671d7fdb992ffef881354c7320a98f64c41fa556d6d,0.7814110876305516
False,False,True,False,False,False,False,True,False,False,0,0,False,False,0,0,0,6,True,True,False,True,False,False,0,False,False,False,False,True,True,False,0,True,True,True,False,4519405a17ca209a5aaed293c29eeadb14f286b795eba0626c534c51d6dae9ea,0.7811756177875593
False,False,False,False,True,True,False,False,False,False,0,0,False,False,0,0,0,6,False,False,False,False,True,True,0,False,False,False,False,False,False,True,0,False,False,False,False,44b2d970da1804e7a9dad75c6d88f7f714a28501c237e0c8f387ca8e7af3878a,0.794720954422193
False,True,False,True,True,False,False,True,False,False,0,24,False,False,0,0,0,6,False,True,False,False,False,False,0,True,False,False,False,False,False,False,0,False,False,False,False,43f186995d5205fb63d8ef676cbb475b9ed50d81af7c375ae9a5cbbf2ffdfbed,0.9616336405322774
False,False,True,False,False,True,False,False,False,False,0,0,False,False,0,0,0,6,False,False,False,False,True,True,0,False,True,False,False,False,False,False,0,False,False,False,False,4257b64c6b6737bee85e452a28b2e4e8299029fe1b827f0c16082f4f3a8a98d4,0.7877576743447249
False,True,False,False,True,False,False,False,False,False,0,24,False,False,0,0,0,6,True,True,False,True,False,False,0,True,False,False,False,False,True,True,0,True,True,True,False,4199e9d1f783742bed648413585476fc59d9ed095c0e882ab4b875deba8fb1e5,0.9495982652324294
False,False,True,False,False,False,False,False,False,False,0,0,False,False,0,0,0,6,True,True,False,False,False,False,0,True,True,False,False,False,False,False,0,False,False,False,False,411c43eb0a73f49a676d3a0b79ce54efe04a0ade465c9266bd77434c9a30a223,0.7929620607696449
False,False,True,False,False,True,False,False,False,False,0,0,False,False,0,0,0,6,False,False,False,True,True,True,0,False,True,False,False,False,True,False,0,True,True,True,False,4116b55dcc4089852640173cd04b3f2ee5809545ee00328dd8b522eca49fe5b6,0.7747673542413108
False,False,False,False,True,False,False,True,False,False,0,0,False,False,0,0,0,6,False,True,True,True,False,True,0,False,False,False,False,True,True,False,0,True,True,False,False,3c131cdab6663f4b4b8ed3664954953ee23143f2be3b3e8a0b800107c146da72,0.7864298902920561
False,False,True,True,False,True,False,False,False,False,0,0,False,False,0,0,0,6,False,False,False,True,False,False,0,False,False,False,False,True,True,True,0,True,True,True,False,3a228d1dcf6f5c383581a0ff216bb8a70643dccb6724026fe53a4d1e02f15289,0.7849736523262113
False,False,False,False,True,True,False,False,False,False,0,0,False,False,0,0,0,6,False,False,False,True,True,True,0,False,False,False,False,False,True,True,0,True,True,True,False,38b0c8a8e2fe00dbc1902830a85b2bad8c5f6f01a77dca9de1da1bd9eca7bac0,0.7819715600960299
False,False,False,False,True,True,False,True,False,False,0,0,False,False,0,0,0,6,False,False,False,False,True,True,0,False,False,False,False,False,False,False,0,False,False,False,False,3883d9b50a79df3dc01032b39341eba97040ff94b9eb2b574391bcd42cdb536e,0.7928626575471834
False,True,True,False,False,True,False,True,False,False,0,24,False,False,0,0,0,6,False,False,False,True,False,True,0,True,False,False,False,False,True,False,0,True,True,True,False,3194ca359c9802f2addc5e54a21eef9d60f2a58e9a023d3f9670e3f2266a016f,0.9494377803597732
False,False,False,False,True,True,False,False,False,False,0,0,False,False,0,0,0,6,True,False,False,True,True,False,0,False,False,False,False,False,True,True,0,True,True,True,False,314e1f503429bf9fef1c0a900df0898ccbff7485563881bd0008102a37a82e2b,0.7808529468343431
False,False,True,True,False,True,False,False,False,False,0,0,False,False,0,0,0,6,False,False,False,False,False,False,0,False,False,False,False,True,False,True,0,False,False,False,False,2e8414572bc92b880369b533ee30a729dfdc5050465376c447a179c3ff604b01,0.7894982455472073
False,False,False,False,True,True,False,False,False,False,0,0,False,False,0,0,0,6,False,False,True,True,True,True,0,False,False,False,False,False,True,True,0,True,True,False,False,2b8b510c6e106b173900af84f4aa2bca9c4d4467b9c5085b88567f00393a3353,0.7932030863486424
False,True,False,False,True,True,False,False,False,False,0,24,False,False,0,0,0,6,False,False,True,True,False,True,0,True,False,False,False,False,True,True,0,True,True,False,False,2b06015db8d941ab6fb8dbbef5c3f377577ecc2ce632c48790c7b4464d902006,0.966699292507561
False,True,True,True,False,True,False,False,False,False,0,24,False,False,0,0,0,6,False,False,True,True,False,False,0,True,False,False,False,False,True,True,0,True,True,False,False,27c99f6d638e1504eff8ebec9fb1b589bb10f763d61af7d380919e6ca6ada18f,0.9695935209213054
False,False,True,False,False,True,False,False,False,False,0,0,False,False,0,0,0,6,True,False,False,True,True,False,0,False,False,False,False,False,True,True,0,True,True,True,False,25fd74baccd066acdb96a97173917753b022557f96d7c31388d918d0796fa586,0.7810395962183705
False,True,True,False,False,True,False,False,False,False,0,24,False,False,0,0,0,6,True,False,False,False,False,False,0,True,True,False,False,False,False,False,0,False,False,False,False,2305d6df0100bcd66b9ef80effb7e8ecab4240198f0444b4a795ae213689394a,0.9496564438729266
False,False,False,False,True,True,False,False,False,False,0,0,False,False,0,0,0,6,True,False,True,True,False,False,0,False,False,False,False,True,True,True,0,True,True,False,False,21fbe476afe00ea2b709d7328b4e2a6d891a612b241e6aff3ca4c4926df07276,0.7870971854746933
False,False,False,False,True,True,False,False,False,False,0,0,False,False,0,0,0,6,True,False,True,True,False,False,0,True,False,False,False,False,True,True,0,True,True,False,False,215e542920032d1bbefe90968f8da0b624d08c238e32f82d651095a84cd29110,0.7973510007222122
False,False,False,False,True,False,False,False,False,False,0,0,False,False,0,0,0,6,True,True,True,True,True,False,0,False,False,False,False,False,True,True,0,True,True,False,False,1f8d4a8a72d326589dd9693ea5ed9f21fe61cbd0facc884bddf952e2c0f967e0,0.7921031032495823
False,True,True,False,False,False,False,True,False,False,0,24,False,False,0,0,0,6,False,True,False,False,False,True,0,True,False,False,False,False,False,False,0,False,False,False,False,1a84ac873956a2cfa4d5940338138420e1497be4d00cc2055a1710059ee67f8a,0.9620822230920566
False,False,True,False,False,False,False,False,False,False,0,0,False,False,0,0,0,6,False,True,False,True,True,True,0,False,True,False,False,False,True,False,0,True,True,True,False,17cdd9a0c754289076655c94e3444b37d7e64b59520339c566e3ddd63f7fe794,0.7747673542413108
False,False,True,False,False,False,False,False,False,False,0,0,False,False,0,0,0,6,True,True,True,True,True,False,0,False,False,False,False,False,True,True,0,True,True,False,False,176cb5c962ea229526d7a35cc1282d57f703a6fc494da76e6ef86c9c5bfd9a5b,0.7924175370111536
False,False,True,False,False,True,False,False,False,False,0,0,False,False,0,0,0,6,False,False,True,True,False,True,0,True,False,False,False,False,True,True,0,True,True,False,False,175aba5e213089daa24c32d5cb3c34193538db2a394fe7956eec838c924b11d5,0.799428768425019
False,False,True,False,False,False,False,True,False,False,0,0,False,False,0,0,0,6,True,True,True,True,True,False,0,False,False,False,False,False,True,False,0,True,True,False,False,16ff0e43ab40711b3fb7f1accf73ddb697d6c0ae2543539abafc996ac50f5ce8,0.7905212389289774
False,True,False,False,True,False,False,True,False,False,0,24,False,False,0,0,0,6,True,True,False,True,False,False,0,True,False,False,False,False,True,False,0,True,True,True,False,156135b7001583da207e7be266c979b29206729413a12af04447262e12a43bc4,0.9474180504220784
False,True,False,False,True,True,False,False,False,False,0,18,False,False,0,0,0,6,True,False,True,True,False,False,0,True,False,False,False,False,True,True,0,True,True,False,False,155bd3c3c595491977f67c136baf756076735ee7e818f78f74e88a4f726337a5,0.9633768592484486
False,True,True,False,False,True,False,True,False,False,0,24,False,False,0,0,0,6,False,False,False,False,False,True,0,True,False,False,False,False,False,False,0,False,False,False,False,1354cd688fa091b47b06ef8f20bff082400757a8de4e4fce9517c3bf5f5f26f8,0.9620822230920566
False,False,True,False,False,True,False,False,False,False,0,0,False,False,0,0,0,6,True,False,False,False,False,False,0,True,True,False,False,False,False,False,0,False,False,False,False,12fc9b008b26935951c1c20e2e017f39ee013fdc992aea54cf8e89c4e47ab10f,0.7929620607696449
False,False,True,False,False,True,False,True,False,False,0,0,False,False,0,0,0,6,True,False,True,True,False,False,0,False,False,False,False,True,True,False,0,True,True,False,False,12fb4562c7be03acd3cdffc1a7c82d774a52de0ad18de538ec34fbed871ab53d,0.7855891552920964
False,False,False,False,True,True,False,False,False,False,0,0,False,False,0,0,0,6,True,False,False,False,True,False,0,False,True,False,False,False,False,False,0,False,False,False,False,10b9a6967f44a46fbd728f55381be2a4a4e16cc4bc948d4a2455cf1622439b79,0.7880515595103289
False,False,True,False,False,False,False,False,False,False,0,0,False,False,0,0,0,6,False,True,False,True,False,True,0,False,False,False,False,True,True,True,0,True,True,True,False,1086409669e60699e26a49ebf07a727a85a44e442211eb560e87e694c4b9e278,0.7843057199081105
False,False,True,True,False,False,False,False,False,False,0,0,False,False,0,0,0,6,False,True,False,False,True,False,0,False,False,False,False,False,False,True,0,False,False,False,False,100d109b3950eac88562fa546f0b50fce958fda08b091c19a03967aa79462002,0.7961974450624462
False,False,True,False,False,False,False,False,False,False,0,0,False,False,0,0,0,6,False,True,False,True,False,True,0,True,False,False,False,False,True,True,0,True,True,True,False,0ad7db446e75208648e0dc59df6c31add428d9c3ea691561a541b653ce06420e,0.7966921766924849
False,True,True,False,False,False,False,False,False,False,0,24,False,False,0,0,0,6,False,True,False,True,False,True,0,True,True,False,False,False,True,False,0,True,True,True,False,0772ce554e2fd710c59977fc1c01c7f392ab0de085a388b7b9b960276779cf09,0.9388455204832112
False,True,False,False,True,False,False,False,False,False,0,18,False,False,0,0,0,6,True,True,False,False,False,False,0,True,True,False,False,False,False,False,0,False,False,False,False,066c79b6eecac99399a5fc29d36d88921ccebc385a9061d6b5016079fd1022f7,0.9488382405800472
False,False,True,False,False,True,False,False,False,False,0,0,False,False,0,0,0,6,True,False,True,True,False,False,0,False,False,False,False,True,True,True,0,True,True,False,False,0460406a460d88bcfe9d2fb0750300842b07a4dbede719ed9e161282c17184c4,0.7872591700679016
False,False,False,True,True,True,False,False,False,False,0,0,False,False,0,0,0,6,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0,False,False,False,False,023f04fac611061bd8904d53f3bfdb9d5e137904a126e06b3e7727e457e90bcb,0.793788009275471
False,False,True,False,False,False,False,False,False,False,0,0,False,False,0,0,0,6,False,True,False,False,False,True,0,True,True,False,False,False,False,False,0,False,False,False,False,01ef69076506ea40f769378679367d7ded12063585042b2b827b13fc3f63ab68,0.7928724891049215
False,False,False,True,True,True,False,True,False,False,0,0,False,False,0,0,0,6,False,False,False,False,False,False,0,False,False,False,False,True,False,False,0,False,False,False,False,0109bc5afaf052df332b267b99c88e8525cc4318f990aa24414c34b715ea4d90,0.7879224528194846
False,True,False,True,True,True,False,True,False,False,0,24,False,False,0,0,0,6,False,False,False,False,False,False,0,True,False,False,False,False,False,False,0,False,False,False,False,00d978fce6dbfdcae93feb84d97dffa6cf46080035faba5432104b14aef2d8e5,0.9616336405322774
False,True,True,True,False,True,False,False,False,False,0,24,False,False,0,0,0,6,False,False,True,True,False,False,0,True,True,False,False,False,True,False,0,True,True,False,False,006fb38da122f3aa516a611c695294f915f1508f03fff1e8831c6d7ffbca4d26,0.9539300795749468
