coregistration/source_target/func_on_anat,signal_modeling/nuisance_regressors,motion_correction_realignment/register_to/mean,coregistration/cost_function/normalised_mutual_information,motion_correction_realignment/register_to/first,signal_modelling/temporal_noise_autocorrelation/FAST,spatial_normalization/template/MNI152_linear,spatial_normalization/interpolation/trilinear,spatial_normalization/template/MNI305,spatial_normalization/algorithm/linear,spatial_normalization/bias_regularisation/light,signal_modeling/nuisance_regressors/motion,coregistration/cost_function/normalised_cross_correlation,spatial_normalization/algorithm/DARTEL,spatial_normalization/bias_regularisation/medium,spatial_normalization/bias_regularisation/very_light,spatial_normalization/bias_fwhm,spatial_smoothing/fwhm,coregistration/cost_function/mutual_information,signal_modelling/temporal_noise_autocorrelation/AR1,slice_timing_correction/ref_slice/middle,slice_timing_correction/ref_slice,signal_modeling/hrf/temporal_derivs,coregistration/cost_function/entropy_correlation_coefficient,spatial_normalization/bias_regularisation/extremely_light,signal_modeling/hrf/canonical,spatial_normalization/interpolation/nearest_neighbour,spatial_normalization/bias_regularisation,signal_modeling/nuisance_regressors/comp_cor,signal_modeling/hrf/temporal_dispersion_derivs,slice_timing_correction/tool,spatial_normalization/interpolation/bspline,spatial_normalization/bias_regularisation/heavy,slice_timing_correction,slice_timing_correction/tool/spm,slice_timing_correction/ref_slice/first,spatial_normalization/template/MNI152_nonlinear,id,from_ref
False,False,True,True,False,False,False,True,False,False,0,0,False,False,0,0,0,6,False,True,False,True,False,False,0,False,False,False,False,True,True,False,0,True,True,True,False,d571673b89fa9900c20d833307eaba0d8e46278d79c4b44e8adc5b11c6c3a303,0.7825166039424304
False,False,True,False,False,False,False,True,False,False,0,0,False,False,0,0,0,6,False,True,True,True,False,True,0,False,False,False,False,True,True,False,0,True,True,False,False,d37aa30adb6e4a80d8b66f7b93872c423ad061860f7d469ebe0a3dad508cdb01,0.7869119465256901
False,False,True,False,False,True,False,False,False,False,0,0,False,False,0,0,0,6,True,False,True,True,True,False,0,False,False,False,False,False,True,True,0,True,True,False,False,d30bed88c1058d2171217b1222a38a46647a46564e3f4678695f911aec4598eb,0.7924175370111536
False,True,True,False,False,True,False,False,False,False,0,18,False,False,0,0,0,6,True,False,False,True,False,False,0,True,False,False,False,False,True,True,0,True,True,True,False,d30a2359d1483309443407963af210f2411acfa209e179eb0ab4df0589516504,0.9483148755583776
False,True,False,True,True,True,False,False,False,False,0,18,False,False,0,0,0,6,False,False,False,True,False,False,0,True,True,False,False,False,True,False,0,True,True,True,False,d2d9cfb811cc02ea00cd562cd368bcc89debe3a4b0c968a4a89b30b0014d6898,0.9361868492502576
False,True,False,True,True,True,False,False,False,False,0,24,False,False,0,0,0,6,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0,False,False,False,False,d2c9f8d2bebf74f2ac6412dd53f8be460a6a40552f731ebcf9447e8c96ea2439,0.9502922457078252
False,False,False,False,True,False,False,False,False,False,0,0,False,False,0,0,0,6,False,True,False,False,False,True,0,False,False,False,False,True,False,True,0,False,False,False,False,d239c107eb75c0a53149e96d0019617d120ca9729d402c34308e00abeec98fd6,0.7890197839673975
False,False,True,True,False,False,False,False,False,False,0,0,False,False,0,0,0,6,False,True,False,True,True,False,0,False,False,False,False,False,True,True,0,True,True,True,False,d0d839be909ca87bba5d214ae8ef8c4a7ad85e2836f9411df2f955938e785a1a,0.7832834193668505
False,True,True,False,False,False,False,True,False,False,0,18,False,False,0,0,0,6,False,True,False,False,False,True,0,True,False,False,False,False,False,False,0,False,False,False,False,cee82033109101f0170577853fd8d6b0bd38297a3eedac965216bb021ab5fa43,0.9611547995860358
False,False,False,True,True,False,False,True,False,False,0,0,False,False,0,0,0,6,False,True,True,True,True,False,0,False,False,False,False,False,True,False,0,True,True,False,False,cebff1db145ffbb8829e6db8cf21c93e0d16a8f706b23846ff19e1f7d054b7ec,0.7917818196299312
False,False,False,False,True,False,False,False,False,False,0,0,False,False,0,0,0,6,True,True,True,True,True,False,0,False,True,False,False,False,True,False,0,True,True,False,False,cc9c9e898ca3a70db28379e9026f663bc6b434ddd1e09a93c149cb77c8ed89c5,0.7864149012397732
False,True,False,True,True,False,False,False,False,False,0,18,False,False,0,0,0,6,False,True,False,False,False,False,0,True,False,False,False,False,False,True,0,False,False,False,False,c905c1433412e29aff4228bf261ed93e3a141088f45007058e7ab2f00753a658,0.9631760101133766
False,True,True,False,False,True,False,False,False,False,0,24,False,False,0,0,0,6,True,False,True,True,False,False,0,True,True,False,False,False,True,False,0,True,True,False,False,c8d363cd6fc69df32d3bb070953cf09efa57cffea005b31ca82488e0d1ee8f44,0.9524825186804704
False,True,False,False,True,True,False,True,False,False,0,18,False,False,0,0,0,6,False,False,False,False,False,True,0,True,False,False,False,False,False,False,0,False,False,False,False,c7de67fb142bcbf5380a39c4a63b4f2c4347e81144f80c212621605b61a519cc,0.960369252833173
False,True,True,True,False,False,False,True,False,False,0,18,False,False,0,0,0,6,False,True,False,False,False,False,0,True,False,False,False,False,False,False,0,False,False,False,False,c2866a24d5fe708b18dee1b50b44d7d2051ae3a38d8512ae460877074a3b3d3e,0.9618192410281952
False,False,False,False,True,True,False,True,False,False,0,0,False,False,0,0,0,6,False,False,False,False,False,True,0,False,False,False,False,True,False,False,0,False,False,False,False,c1ec052630d42c875f8d3390ff8110679aca1bf8bd388815a8cb96d6604a8f64,0.7873199011620097
False,False,True,True,False,False,False,False,False,False,0,0,False,False,0,0,0,6,False,True,False,True,False,False,0,False,False,False,False,True,True,True,0,True,True,True,False,bf593122999fd428c179ffec196f63d59fecdcf4bf9e4b4668dc60736f58a794,0.7849736523262113
False,False,False,False,True,True,False,False,False,False,0,0,False,False,0,0,0,6,True,False,False,False,False,False,0,True,False,False,False,False,False,True,0,False,False,False,False,bf0cd53a2cd494432b98607e413c9dcc76b05ce794fd5e9e79857b681a7a8da9,0.7985097303164992
False,False,False,True,True,False,False,True,False,False,0,0,False,False,0,0,0,6,False,True,True,True,False,False,0,False,False,False,False,True,True,False,0,True,True,False,False,bdd4553e82d07c5d35b94b13ac6abc4b4302e5353ae639ca4c725c65c02717d1,0.7870197268374335
False,False,False,False,True,False,False,True,False,False,0,0,False,False,0,0,0,6,True,True,False,True,False,False,0,False,False,False,False,True,True,False,0,True,True,True,False,bcc6a0d5be4e3b221cd4691bb2c2a0d2abd2c50d938ffa0a87544e7b75cdb42f,0.7812486980907161
False,True,True,False,False,False,False,True,False,False,0,24,False,False,0,0,0,6,False,True,False,True,False,True,0,True,False,False,False,False,True,False,0,True,True,True,False,bc8614bf6bdb974d35cdca8000dcf6852fa4abcca5b33356b36f46bfada952db,0.9494377803597732
False,True,True,True,False,False,False,False,False,False,0,18,False,False,0,0,0,6,False,True,True,True,False,False,0,True,False,False,False,False,True,True,0,True,True,False,False,b8e9a692db5aba020e73666d06018faae17cb6bb31301bb532756ca22df7ba84,0.9677368913731456
False,True,False,False,True,False,False,False,False,False,0,18,False,False,0,0,0,6,True,True,False,True,False,False,0,True,True,False,False,False,True,False,0,True,True,True,False,b8034835938bc6ea5b07d3756acd23e4b0a6aba90eef5ea829843f6636a453a3,0.9349152360288732
False,True,True,False,False,True,False,True,False,False,0,24,False,False,0,0,0,6,False,False,True,True,False,True,0,True,False,False,False,False,True,False,0,True,True,False,False,b618d0012db3d160b79fbc74136d90d04e76ea20a0fa2b22361350970ec2a64a,0.9648994681937086
False,False,True,False,False,False,False,False,False,False,0,0,False,False,0,0,0,6,True,True,False,True,True,False,0,False,True,False,False,False,True,False,0,True,True,True,False,b4e38d777d75ad84dfc119e69b43af5122cab20f3d06718b50237097bdcd82be,0.7752238681705761
False,False,False,False,True,False,False,False,False,False,0,0,False,False,0,0,0,6,False,True,False,True,False,True,0,False,False,False,False,True,True,True,0,True,True,True,False,b113529b25ad5d523e71aa871814dd6488422ed4e99bcd12ac5e9d99114f7180,0.7836448222855044
False,True,False,False,True,False,False,True,False,False,0,18,False,False,0,0,0,6,True,True,True,True,False,False,0,True,False,False,False,False,True,False,0,True,True,False,False,acf303e1f6f2b2fd90f428fe144caa8325154f9683c1ee93ff9df0b042b1e86e,0.9610789407155994
False,True,False,False,True,False,False,True,False,False,0,18,False,False,0,0,0,6,False,True,False,False,False,True,0,True,False,False,False,False,False,False,0,False,False,False,False,a8cda09b7bfca564138aa0c485f9667ce7358c0596307ece397ab7c257395818,0.960369252833173
False,False,True,False,False,False,False,False,False,False,0,0,False,False,0,0,0,6,False,True,False,True,False,True,0,False,True,False,False,True,True,False,0,True,True,True,False,a8a449776d4e99bd7983c8305e38373613f58187d9c8032064ca6447fe42e9d0,0.7759353506609427
False,False,True,False,False,True,False,False,False,False,0,0,False,False,0,0,0,6,True,False,False,True,False,False,0,False,True,False,False,True,True,False,0,True,True,True,False,a7afab3c55885659695981dd3fb7edee2b7259e67a3f2d4c0c6f57077e835144,0.7769429149333529
False,True,True,False,False,False,False,True,False,False,0,18,False,False,0,0,0,6,True,True,False,True,False,False,0,True,False,False,False,False,True,False,0,True,True,True,False,a60decc0bcf0875b7106a60b1bf5def5feda83c27ae6c1823da3a3f486d25f52,0.9460338553433318
False,True,False,True,True,True,False,False,False,False,0,24,False,False,0,0,0,6,False,False,False,True,False,False,0,True,True,False,False,False,True,False,0,True,True,True,False,a0909dbb3e093669afeacf8d2abafe291f5fffbab70f4876f279def0a8c8770e,0.9378524205345748
False,False,False,True,True,False,False,False,False,False,0,0,False,False,0,0,0,6,False,True,True,True,False,False,0,False,False,False,False,True,True,True,0,True,True,False,False,a00cd5ad1aaf5d8a08da69e5dddde2a6544b329b9aa5bb9399dae4294762eeac,0.7888379028752561
False,False,False,False,True,True,False,True,False,False,0,0,False,False,0,0,0,6,True,False,False,False,False,False,0,True,False,False,False,False,False,False,0,False,False,False,False,9e633eb5edf0da262fb1e117bc01ed11791269fa1d8afbd7ace679e0a0df2cf7,0.7967662168319035
False,True,True,False,False,True,False,False,False,False,0,24,False,False,0,0,0,6,False,False,True,True,False,True,0,True,False,False,False,False,True,True,0,True,True,False,False,9ba0b718d790ea3aeb14db56b7aaf7384521784e4c78d01b96c838727f4fe983,0.9676990838454232
False,False,False,True,True,True,False,False,False,False,0,0,False,False,0,0,0,6,False,False,False,False,False,False,0,False,False,False,False,True,False,True,0,False,False,False,False,990d5fe02144473a2feac3d1901ba5abf2c485f469f6c37699bb65cc7a48b2f1,0.7897473119231726
False,False,True,True,False,True,False,False,False,False,0,0,False,False,0,0,0,6,False,False,False,True,False,False,0,False,True,False,False,True,True,False,0,True,True,True,False,983166e33877a6672294aac65d231a4897f09e0b83bc83159b9a1c0959b9bc75,0.7763545781787766
False,True,False,False,True,True,False,True,False,False,0,24,False,False,0,0,0,6,True,False,False,True,False,False,0,True,False,False,False,False,True,False,0,True,True,True,False,963d054bbf986302ae626d5ad9732381a885b0705e002bdcc1828bb0b3c88de4,0.9474180504220784
False,False,False,True,True,True,False,True,False,False,0,0,False,False,0,0,0,6,False,False,True,True,False,False,0,True,False,False,False,False,True,False,0,True,True,False,False,9630327f48bc00eee1d66459be4b19edb8b4e81ddbd1660e24940143f2956b2e,0.7969028522333571
False,False,True,True,False,False,False,False,False,False,0,0,False,False,0,0,0,6,False,True,False,True,False,False,0,True,False,False,False,False,True,True,0,True,True,True,False,9548a2b5587684a77a8d1a14044c23c8330596746378e283a1a181a5c9f59727,0.7972961970630533
False,True,True,False,False,False,False,True,False,False,0,18,False,False,0,0,0,6,True,True,True,True,False,False,0,True,False,False,False,False,True,False,0,True,True,False,False,90857a6b00cbc337213595e2da1761df8e6b10f20298aca17f6c8a1ab5b8e70e,0.961615081085052
False,False,True,True,False,True,False,True,False,False,0,0,False,False,0,0,0,6,False,False,False,True,False,False,0,False,False,False,False,True,True,False,0,True,True,True,False,906428fa4c14f99246fc5300d27fa3a65f5b0acc62e2ff95008d42cc49ad2eef,0.7825166039424304
False,False,True,False,False,True,False,False,False,False,0,0,False,False,0,0,0,6,False,False,False,True,False,True,0,False,False,False,False,True,True,True,0,True,True,True,False,8dc84b96e3266321d0e8ccbd7e46e94edd7dce5ed3668a81fa7c8811dbb9546b,0.7836486204511445
False,False,True,False,False,False,False,False,False,False,0,0,False,False,0,0,0,6,True,True,True,True,True,False,0,False,True,False,False,False,True,False,0,True,True,False,False,8d06dadf29539433e899ecf1246a4459d3fcea4c05a7649a2d44579c298bff46,0.7864577957193497
False,True,False,False,True,True,False,False,False,False,0,24,False,False,0,0,0,6,True,False,False,True,False,False,0,True,False,False,False,False,True,True,0,True,True,True,False,8bd4b4a58aacb3b1e23f17b73e61cd031e2dcffac51d2508880f4bd5125812fa,0.9495473602257968
False,True,True,False,False,True,False,False,False,False,0,24,False,False,0,0,0,6,False,False,False,False,False,True,0,True,True,False,False,False,False,False,0,False,False,False,False,885e713775f3e76f5757003b0aa28bc3274ac6684c3cae78d5fff7c224247d1f,0.9503505253404164
False,True,True,True,False,True,False,False,False,False,0,18,False,False,0,0,0,6,False,False,False,True,False,False,0,True,False,False,False,False,True,True,0,True,True,True,False,7f4efa96a158acdce556a69531df8bcb5f11c7f6c27cf663367257533a234804,0.9512568555205296
False,False,True,False,False,False,False,False,False,False,0,0,False,False,0,0,0,6,True,True,False,True,False,False,0,False,False,False,False,True,True,True,0,True,True,True,False,7f31a9abbd8ade491ec281dc5d78eff09d61e6e68ca904908a808ef4db8290fa,0.7827185271801862
False,False,False,False,True,True,False,True,False,False,0,0,False,False,0,0,0,6,False,False,False,False,False,True,0,True,False,False,False,False,False,False,0,False,False,False,False,7f2f611ad961f86da2e08614167486927f1735f1a11b75b14046de2b80494df1,0.7977451656094232
False,False,True,False,False,False,False,True,False,False,0,0,False,False,0,0,0,6,False,True,False,True,False,True,0,False,False,False,False,True,True,False,0,True,True,True,False,7920ed9640f7f7ba97c9c7649705a4bbe1770f93bfbb16897433cd829ca3d556,0.7824109900219995
False,False,True,False,False,False,False,False,False,False,0,0,False,False,0,0,0,6,False,True,True,True,False,True,0,False,True,False,False,True,True,False,0,True,True,False,False,7846260f99d3f5b158d67e1898c3c88e3b84e72eb948390b9752f6a68c2911d0,0.7806029389145831
False,False,True,True,False,False,False,True,False,False,0,0,False,False,0,0,0,6,False,True,False,False,True,False,0,False,False,False,False,False,False,False,0,False,False,False,False,742df9ff45fcf9140892a77601d71fd4726f3240cefeb131ce62ed66b7a80484,0.7935111641295047
False,True,True,True,False,True,False,False,False,False,0,18,False,False,0,0,0,6,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0,False,False,False,False,73f58b4b40fd50331130902dbdf5c93307cb8889029db25f37b1733a8a9f9881,0.9509316176171
False,False,True,True,False,True,False,False,False,False,0,0,False,False,0,0,0,6,False,False,True,True,False,False,0,False,True,False,False,True,True,False,0,True,True,False,False,71515e9aa18d9e5a3982b2c804496dc4317fe6c56723918d65a49795cf6f425a,0.7807172146981481
False,False,False,False,True,True,False,False,False,False,0,0,False,False,0,0,0,6,False,False,False,False,True,True,0,False,True,False,False,False,False,False,0,False,False,False,False,7131919ea3bcb85a1528d012af5bc33fe83a432641d977c592cf0b44d0a7c1d0,0.7872906883464827
False,False,True,False,False,False,False,False,False,False,0,0,False,False,0,0,0,6,False,True,True,True,False,True,0,True,True,False,False,False,True,False,0,True,True,False,False,70482ea9d8a863999873e6b76be8276ace90e4f6916308ccc6927f52774d305a,0.7918171567637623
False,False,True,False,False,True,False,True,False,False,0,0,False,False,0,0,0,6,False,False,True,True,False,True,0,True,False,False,False,False,True,False,0,True,True,False,False,6f385889a0589fe6b5c402d4c8de36d9c2189348511bbcc7a891e12b7fc10d18,0.7971283441511606
False,True,False,False,True,True,False,False,False,False,0,24,False,False,0,0,0,6,True,False,False,False,False,False,0,True,True,False,False,False,False,False,0,False,False,False,False,6e80ac3d03bb737e93a27bbd6a07d108b6e935a60141a87381d2a034fb9219da,0.9494349135755072
False,True,True,False,False,True,False,False,False,False,0,18,False,False,0,0,0,6,False,False,False,True,False,True,0,True,False,False,False,False,True,True,0,True,True,True,False,6ccedf83e14ed1725cbaeb241fa1af7ccb4c55452f03b0b37a65850d752995d4,0.9499824155788446
False,True,True,False,False,True,False,True,False,False,0,18,False,False,0,0,0,6,False,False,False,True,False,True,0,True,False,False,False,False,True,False,0,True,True,True,False,6b15d802e4ad584b94f82fc894744c3d932929025457f9cf1f2814b7988b8fa9,0.947231061164243
False,False,False,True,True,False,False,False,False,False,0,0,False,False,0,0,0,6,False,True,False,True,False,False,0,True,False,False,False,False,True,True,0,True,True,True,False,693e697a167858bc2bb2c1984b50212ea13896213fcbe0b38279ced2b03d8db8,0.7964083201459363
False,True,False,True,True,True,False,False,False,False,0,18,False,False,0,0,0,6,False,False,True,True,False,False,0,True,False,False,False,False,True,True,0,True,True,False,False,691a77947fdf4a56c03db8f8c036a9889fa71fd4748324454e956a069a1a77ea,0.9650002946901612
False,False,False,False,True,False,False,False,False,False,0,0,False,False,0,0,0,6,True,True,False,True,False,False,0,True,False,False,False,False,True,True,0,True,True,True,False,687b1c9eefd322e8330f53904fde159a0580db0ee5ae6d60ebdccffe663a2e9b,0.794703596520975
False,True,False,True,True,False,False,True,False,False,0,18,False,False,0,0,0,6,False,True,False,False,False,False,0,True,False,False,False,False,False,False,0,False,False,False,False,65985debeaca69ce587a38dd194dd322f5f44cc7211fe2658823070294665e20,0.9605159347032638
False,True,False,False,True,True,False,True,False,False,0,18,False,False,0,0,0,6,False,False,True,True,False,True,0,True,False,False,False,False,True,False,0,True,True,False,False,63669d11fdc934c5bd51d71bcfbdcf8bd57e1f9d8b54da4fa1befb661fd4420a,0.9620808047158922
False,False,True,False,False,False,False,False,False,False,0,0,False,False,0,0,0,6,True,True,False,True,False,False,0,True,False,False,False,False,True,True,0,True,True,True,False,62492830712e8a0e0b948e1943c7d023b8098f1c0ea90595d65e1c33ef316323,0.7941643119002276
False,True,False,True,True,False,False,False,False,False,0,24,False,False,0,0,0,6,False,True,True,True,False,False,0,True,True,False,False,False,True,False,0,True,True,False,False,60228a827a49e3e9c80e61cda487b53a5caf09881e1d0b49d2767e7818ece57b,0.9526235869318406
False,True,False,True,True,True,False,True,False,False,0,24,False,False,0,0,0,6,False,False,True,True,False,False,0,True,False,False,False,False,True,False,0,True,True,False,False,5d79712766758ee0fe7fb53486b5838018f8d865b9513926a4b38f1b25570e6a,0.9643015352367122
False,True,False,False,True,True,False,False,False,False,0,18,False,False,0,0,0,6,False,False,True,True,False,True,0,True,False,False,False,False,True,True,0,True,True,False,False,5d136d02774ebcdc7a0baedfd23a906bd5bf092ab32615cff5cbd7158c73c5ad,0.9647772262428428
False,False,True,False,False,False,False,False,False,False,0,0,False,False,0,0,0,6,True,True,False,False,True,False,0,False,False,False,False,False,False,True,0,False,False,False,False,5cff9facddc9a0181770a6e37e1f6bfe675891aed6464ae3294396c61751352d,0.7938461296186331
False,False,True,False,False,True,False,True,False,False,0,0,False,False,0,0,0,6,True,False,False,True,True,False,0,False,False,False,False,False,True,False,0,True,True,True,False,5bf33ce37b7ad0d6419e3042a2cb3a03a30ac03a9c49f9d57d44a5aeb1e2e532,0.7791065535695759
False,False,True,False,False,False,False,False,False,False,0,0,False,False,0,0,0,6,True,True,False,True,False,False,0,True,True,False,False,False,True,False,0,True,True,True,False,5864e62be8379c5f673e7341a3e4c28e396b478ed94c95773331f5edd7e307e3,0.788963763709614
False,False,True,False,False,True,False,True,False,False,0,0,False,False,0,0,0,6,True,False,True,True,False,False,0,True,False,False,False,False,True,False,0,True,True,False,False,5807b4bd8c58b309335988dd1dc060ea0d3596660af04ae4d305ea205e7621ab,0.7957662935603557
