coregistration/source_target/func_on_anat,signal_modeling/nuisance_regressors,motion_correction_realignment/register_to/mean,coregistration/cost_function/normalised_mutual_information,motion_correction_realignment/register_to/first,signal_modelling/temporal_noise_autocorrelation/FAST,spatial_normalization/template/MNI152_linear,spatial_normalization/interpolation/trilinear,spatial_normalization/template/MNI305,spatial_normalization/algorithm/linear,spatial_normalization/bias_regularisation/light,signal_modeling/nuisance_regressors/motion,coregistration/cost_function/normalised_cross_correlation,spatial_normalization/algorithm/DARTEL,spatial_normalization/bias_regularisation/medium,spatial_normalization/bias_regularisation/very_light,spatial_normalization/bias_fwhm,spatial_smoothing/fwhm,coregistration/cost_function/mutual_information,signal_modelling/temporal_noise_autocorrelation/AR1,slice_timing_correction/ref_slice/middle,slice_timing_correction/ref_slice,signal_modeling/hrf/temporal_derivs,coregistration/cost_function/entropy_correlation_coefficient,spatial_normalization/bias_regularisation/extremely_light,signal_modeling/hrf/canonical,spatial_normalization/interpolation/nearest_neighbour,spatial_normalization/bias_regularisation,signal_modeling/nuisance_regressors/comp_cor,signal_modeling/hrf/temporal_dispersion_derivs,slice_timing_correction/tool,spatial_normalization/interpolation/bspline,spatial_normalization/bias_regularisation/heavy,slice_timing_correction,slice_timing_correction/tool/spm,slice_timing_correction/ref_slice/first,spatial_normalization/template/MNI152_nonlinear,id,from_ref
False,True,False,False,True,True,False,True,False,False,0,24,False,False,0,0,0,6,False,False,False,True,False,True,0,False,False,False,False,True,True,False,0,True,True,True,False,2fc109ed87b98dc024e97a9ba8ce52a30fc4ae4139c393830f7941536f563537,0.9452813630896516
False,True,True,False,False,False,False,False,False,False,0,6,True,False,0,0,0,6,False,True,False,True,False,False,0,False,False,False,False,True,True,True,0,True,True,True,False,2ee6dfa2ae8dcf388fae38e63ea9a5f4e4e25ceeb08a9a78677be55f861151af,0.7979308514486032
False,True,False,False,True,True,False,False,False,False,0,18,False,False,0,0,0,6,False,False,True,True,True,True,0,False,True,False,False,False,True,False,0,True,True,False,False,2ed3289840dcf83a1552970cace47a98f802a8ee16a82c69cb8477a11dad75b2,0.9679179467935892
False,True,False,False,True,False,False,False,False,False,0,24,False,False,0,0,0,6,True,True,True,True,True,False,0,False,False,False,False,False,True,True,0,True,True,False,False,2e53de3c1b9588c18721cf7cc3624a83adcdf1f57b81db7ec61bac8a25a4718c,0.99548541283973
False,True,False,False,True,True,False,True,False,False,0,24,False,False,0,0,0,6,True,False,False,False,True,False,0,False,False,False,False,False,False,False,0,False,False,False,False,2da625c007becf55f38a55b68ad801962bb34e3906748ffaa6f8f9a5c0f4d3bb,0.9901914097667728
False,True,False,False,True,False,False,False,False,False,0,6,False,False,0,0,0,6,True,True,False,False,True,False,0,False,False,False,False,False,False,True,0,False,False,False,False,2d86e12fdef806e5e9310ef362ea3ddd1096b33771456831a9ecd404816d4f8d,0.8820609003996499
False,False,True,False,False,False,False,False,False,False,0,0,True,False,0,0,0,6,False,True,True,True,False,False,0,False,True,False,False,True,True,False,0,True,True,False,False,2d2b1ca980df12ae71b585ff537e5f6e60c054b279fdd0235c432a3dd5e9125f,0.7014361446677524
False,True,True,False,False,False,False,True,False,False,0,24,True,False,0,0,0,6,False,True,False,True,False,False,0,True,False,False,False,False,True,False,0,True,True,True,False,2b3ae8b3e0c86d9a7315e3327335ccced3e0957f1bec8b4e6b3500b191a33e23,0.8407559920722867
False,True,False,True,True,True,False,False,False,False,0,18,False,False,0,0,0,6,False,False,False,True,False,False,0,False,True,False,False,True,True,False,0,True,True,True,False,2b23419912c964e494dc6bad1447a6c96b3afd79035503f0c3b2e224eeea18f0,0.9274071575503294
False,True,True,True,False,False,False,False,False,False,0,18,False,False,0,0,0,6,False,True,True,True,False,False,0,False,False,False,False,True,True,True,0,True,True,False,False,2b0716946cfd4fc73410b87b35161a906b3e2b48af53ff4dc3c88e2eb45065c4,0.9625849428369097
False,True,False,False,True,True,False,True,False,False,0,6,False,False,0,0,0,6,False,False,True,True,True,True,0,False,False,False,False,False,True,False,0,True,True,False,False,2af3f668707de0f784f6fc04bb079759a7554133e34d602e8c91dff815434b5d,0.87896148185852
False,True,False,False,True,False,False,False,False,False,0,6,False,False,0,0,0,6,True,True,True,True,True,False,0,False,False,False,False,False,True,True,0,True,True,False,False,2a21f608ccab44322717f61df8c43a3eb10a4bea2f907b04fb09138837f5f8e0,0.8815390175344349
False,True,False,False,True,False,False,False,False,False,0,18,True,False,0,0,0,6,False,True,True,True,False,False,0,False,False,False,False,True,True,True,0,True,True,False,False,29e063833cb2569f84c63dd03a085b23c79bd4fe345e694335146769f88923eb,0.8374165139110621
False,True,True,False,False,False,False,False,False,False,0,24,True,False,0,0,0,6,False,True,True,True,False,False,0,True,False,False,False,False,True,True,0,True,True,False,False,28c176be0314b4fa54d2ff7ba31ce0b4babcef72693954c5b7758c8ae1d928dc,0.8473703362053923
False,True,True,True,False,False,False,False,False,False,0,6,False,False,0,0,0,6,False,True,False,False,False,False,0,False,True,False,False,True,False,False,0,False,False,False,False,28829ade2e17932b71cb3627fbce3d371a05da909c5aa1eb0320ec353783ff27,0.8685416611477169
False,True,False,False,True,True,False,True,False,False,0,6,True,False,0,0,0,6,False,False,False,False,True,False,0,False,False,False,False,False,False,False,0,False,False,False,False,282b1f4e9ec85c06452416d15694bdef3aba32bdf409e562bb7d1ada555cd232,0.774753844660424
False,True,False,False,True,True,False,False,False,False,0,6,False,False,0,0,0,6,False,False,False,True,True,True,0,False,True,False,False,False,True,False,0,True,True,True,False,26fd74cb6757ee9b15c89e5a26d754fee1931309fe8d9e0c0e00c08002e3cc52,0.8983119290400705
False,True,False,False,True,True,False,True,False,False,0,6,False,False,0,0,0,6,False,False,False,True,False,True,0,False,False,False,False,True,True,False,0,True,True,True,False,26ca572a39c974767f60d6d1ede5010377a04af932f4b36710ba181e7d2e2d88,0.9050970655351768
False,True,True,False,False,True,False,False,False,False,0,24,False,False,0,0,0,6,True,False,True,True,False,False,0,False,True,False,False,True,True,False,0,True,True,False,False,25f5aeddf5a802be7b780bf802e3105b07a6c28650312c51e03aedb9a21a4bbe,0.9536326843083074
False,True,True,False,False,True,False,False,False,False,0,24,False,False,0,0,0,6,False,False,False,True,True,True,0,False,True,False,False,False,True,False,0,True,True,True,False,25cecdda952ea6450e50940b90f76f11fc4151f46d1d01feec1682e9fd09e522,0.9588491386359556
False,True,True,False,False,False,False,True,False,False,0,24,True,False,0,0,0,6,False,True,False,False,False,False,0,False,False,False,False,True,False,False,0,False,False,False,False,233ad7623f8c039e53c269a0b094fd71afa026f1c6aba484f6389e13d4e8e4f9,0.8484203998918953
False,True,True,True,False,True,False,True,False,False,0,24,False,False,0,0,0,6,False,False,False,False,True,False,0,False,False,False,False,False,False,False,0,False,False,False,False,229bf14a5d516abaadc5c8366549831ac1a14d08fa0a046253dbb6f4be85589f,0.9928867800998692
False,True,True,False,False,True,False,False,False,False,0,24,True,False,0,0,0,6,False,False,False,False,True,False,0,False,False,False,False,False,False,True,0,False,False,False,False,21874de0dc81179312de62876e10c87b0c9d4f01ee42119a5fe2039232421268,0.8653095674071801
False,True,False,False,True,True,False,False,False,False,0,6,False,False,0,0,0,6,False,False,False,False,False,True,0,False,False,False,False,True,False,True,0,False,False,False,False,211d80636dac04b8ed175e5cc41398c32e6d5050831e7d94d76793a97cc97844,0.8777591858751272
False,True,False,False,True,True,False,True,False,False,0,6,True,False,0,0,0,6,False,False,False,False,False,False,0,False,False,False,False,True,False,False,0,False,False,False,False,2013e20effdc8a613b8bcab1bb5490b1a504043de98277a3a51a947411b1a1bb,0.7700253746777257
False,True,True,False,False,True,False,False,False,False,0,6,True,False,0,0,0,6,False,False,False,False,True,False,0,False,True,False,False,False,False,False,0,False,False,False,False,1fb92b405ebce0e9adf54161b63aa0e914576b00b5a4d4af5838b40e0ddb9f55,0.7670455336189669
False,True,False,True,True,True,False,False,False,False,0,18,False,False,0,0,0,6,False,False,False,False,False,False,0,False,False,False,False,True,False,True,0,False,False,False,False,1e8cdf2a886b6914ae0d0cc4a451c29321128a19510f89ae788091b060778c92,0.9585693528629096
False,True,False,False,True,True,False,False,False,False,0,24,False,False,0,0,0,6,False,False,False,True,True,True,0,False,False,False,False,False,True,True,0,True,True,True,False,1d50aa33eda79c83c278711f0fa86da8d3576e02d2acdbea5cbced0d18bbf12d,0.9725660189710128
False,True,True,False,False,True,False,True,False,False,0,24,True,False,0,0,0,6,False,False,False,False,False,False,0,False,False,False,False,True,False,False,0,False,False,False,False,1b0ac275b1ba2af966b3699c03ec0af7afde77482df390a843c6d170295aa939,0.8484203998918953
False,True,True,True,False,True,False,False,False,False,0,6,False,False,0,0,0,6,False,False,False,True,False,False,0,True,False,False,False,False,True,True,0,True,True,True,False,1ac05f515bdacb6eb44ef906d7c0f78fbc9a6a24ca3402b4ac55904381623305,0.928038641186468
False,True,False,False,True,True,False,False,False,False,0,6,False,False,0,0,0,6,False,False,False,False,True,True,0,False,False,False,False,False,False,True,0,False,False,False,False,1a32cb5708568ace6f2ca66f9dd2e258858befba22963700abf021a33133d7e1,0.8838529569140013
False,True,True,False,False,True,False,False,False,False,0,6,False,False,0,0,0,6,False,False,False,False,True,True,0,False,True,False,False,False,False,False,0,False,False,False,False,172d950d8a16a275bf53054b3c61156521fff4e039c1738343e4d01ee61cf079,0.8732860368637897
False,True,False,True,True,True,False,True,False,False,0,6,False,False,0,0,0,6,False,False,False,False,True,False,0,False,False,False,False,False,False,False,0,False,False,False,False,171a3a687797865768b6ecb66cd643d7355090e7e7e25c72e746b723866104bb,0.8793591619415371
False,True,True,True,False,False,False,False,False,False,0,24,False,False,0,0,0,6,False,True,False,False,True,False,0,False,True,False,False,False,False,False,0,False,False,False,False,16590aa85c2c15a26349366876c38361091f5acad751788b2e6e44cf4bc6439e,0.9793570329568876
False,True,True,False,False,True,False,False,False,False,0,24,False,False,0,0,0,6,True,False,True,True,False,False,0,False,False,False,False,True,True,True,0,True,True,False,False,1645124cf9753dd0e0395edc0a91a0d73369554875e2ab3eadcef7b556e4efca,0.9690348415410822
False,False,False,False,True,True,False,False,False,False,0,0,True,False,0,0,0,6,False,False,False,False,False,False,0,True,True,False,False,False,False,False,0,False,False,False,False,15fe174a76ff9d737bf0e221c59df806b62d48521f8e41c23d22849ae6451332,0.7112124977730419
False,True,True,False,False,True,False,False,False,False,0,18,True,False,0,0,0,6,False,False,True,True,True,False,0,False,True,False,False,False,True,False,0,True,True,False,False,13dfb4ce99372af9c0a5656bdf9cce9667ec4010e1887e9ab4710678da51f169,0.8464695848582664
False,True,True,False,False,True,False,False,False,False,0,24,False,False,0,0,0,6,False,False,True,True,True,True,0,False,True,False,False,False,True,False,0,True,True,False,False,136e8cb2dd683bd2cebd8995da163338571145a0eb00bbecd2905e5410621229,0.9816313297360169
False,True,True,False,False,True,False,True,False,False,0,18,False,False,0,0,0,6,True,False,False,True,True,False,0,False,False,False,False,False,True,False,0,True,True,True,False,12f693d3898a60828da98de7eba7c24e7d935ea656604506518d026b54d43bc9,0.9603638338195688
False,False,False,False,True,True,False,True,False,False,0,0,True,False,0,0,0,6,False,False,False,False,False,False,0,True,False,False,False,False,False,False,0,False,False,False,False,125dc798401385965e556a03d711af52cb6b10f250a488f6be16c86fe5e78019,0.7166691297779219
False,True,False,True,True,True,False,True,False,False,0,6,False,False,0,0,0,6,False,False,False,True,False,False,0,True,False,False,False,False,True,False,0,True,True,True,False,11fc763ca8de99dfbf41012be617b20e9f96816b5199b819fa9e19f4cad8a463,0.922799485772864
False,True,False,False,True,False,False,True,False,False,0,18,False,False,0,0,0,6,True,True,True,True,True,False,0,False,False,False,False,False,True,False,0,True,True,False,False,1042e25157835938775a194505057ecf1fc48c4dfb19836b3e83fc0b6a56b6ac,0.9786367519688566
False,True,True,False,False,False,False,True,False,False,0,6,True,False,0,0,0,6,False,True,False,True,False,False,0,False,False,False,False,True,True,False,0,True,True,True,False,0ec53dd3695bdb49908717cf758d70118e5b2591f86e5989efd7cee366c3e7c5,0.7995295353680532
False,True,False,False,True,False,False,False,False,False,0,6,True,False,0,0,0,6,False,True,True,True,False,False,0,True,True,False,False,False,True,False,0,True,True,False,False,0e56548f10a14c674cb424bbaba722efbd0e8ed111a8a8432eb0f67d711aa2c0,0.7971259811828897
False,True,False,False,True,False,False,False,False,False,0,6,False,False,0,0,0,6,True,True,True,True,False,False,0,False,True,False,False,True,True,False,0,True,True,False,False,0d876729aba27082aa6fa8fe0420549b5540c0fb2e5926552188350cc47b70eb,0.8686776722561462
False,True,False,True,True,True,False,False,False,False,0,24,False,False,0,0,0,6,False,False,True,True,False,False,0,False,False,False,False,True,True,True,0,True,True,False,False,0cea47c2e9603248a82f508b8df7f251c5e1ba1046a6587ed0e977c92ebc69b4,0.970765428389945
False,True,False,False,True,True,False,False,False,False,0,6,False,False,0,0,0,6,False,False,False,True,False,True,0,False,True,False,False,True,True,False,0,True,True,True,False,0b5f05e83edb981ada7c8961f2ed59677360b8eb4d3d1527ac7ccebc5d74803d,0.8979645017395165
False,True,False,False,True,False,False,False,False,False,0,24,False,False,0,0,0,6,True,True,False,False,True,False,0,False,False,False,False,False,False,True,0,False,False,False,False,090feeffb5f31c33a605f5bbea54a7a8fe2e5470e327a5eb308f261eb14e41fc,0.9925600916215704
False,True,False,False,True,True,False,True,False,False,0,18,False,False,0,0,0,6,False,False,True,True,False,True,0,False,False,False,False,True,True,False,0,True,True,False,False,087f0808795105e6e074ccb1b87d6e3dbce63c0663de2923c202f6d85b0bc318,0.9571228243411082
False,True,True,False,False,False,False,False,False,False,0,24,False,False,0,0,0,6,False,True,False,False,False,True,0,False,False,False,False,True,False,True,0,False,False,False,False,085f554ed9b20e1cb6467d1b3cac8459bc784461c5dbe2879e06215b28c216ad,0.9675366301480576
False,True,False,False,True,False,False,True,False,False,0,18,True,False,0,0,0,6,False,True,True,True,False,False,0,False,False,False,False,True,True,False,0,True,True,False,False,07a79fc22e64f3098c29c8188931751c9f3fc525add99887faf69f845e2c93e8,0.8410014647058316
False,True,True,False,False,False,False,False,False,False,0,6,False,False,0,0,0,6,False,True,False,False,False,True,0,False,True,False,False,True,False,False,0,False,False,False,False,0768a81c81f652af294f4949220886afba85842abf32abdb2528c001d25a5604,0.8674239212097546
False,True,False,True,True,False,False,False,False,False,0,18,False,False,0,0,0,6,False,True,False,True,True,False,0,False,True,False,False,False,True,False,0,True,True,True,False,06fad9e66ad574f6ac42c46894193e099345b13f6fac61aba3f50d62c21f0032,0.9492773613122232
False,True,True,True,False,True,False,False,False,False,0,6,False,False,0,0,0,6,False,False,True,True,True,False,0,False,False,False,False,False,True,True,0,True,True,False,False,05d9e30eec79062bde3d714cbda87c218bc0040e197cba11da021cb46964e878,0.8852936206783558
False,True,True,False,False,True,False,True,False,False,0,6,False,False,0,0,0,6,False,False,False,True,False,True,0,False,False,False,False,True,True,False,0,True,True,True,False,03dcad43f2675938f00e698412db7898918ec99ee2ee66798ea48403f60b77b1,0.9052720156419316
False,True,True,False,False,True,False,False,False,False,0,24,False,False,0,0,0,6,False,False,False,False,False,True,0,False,True,False,False,True,False,False,0,False,False,False,False,0351442e1892be6af545eda545d1a0261d0d23fb0cbc55109f1666bde117fec4,0.9522064593991496
False,True,False,False,True,False,False,True,False,False,0,24,False,False,0,0,0,6,False,True,False,False,True,True,0,False,False,False,False,False,False,False,0,False,False,False,False,02cde90ec2028f8504ebdfb9356b1804c2679af89c8ff161dbefeba51e8b9824,0.9912096540494398
False,False,False,False,True,True,False,False,False,False,0,0,True,False,0,0,0,6,False,False,True,True,True,False,0,False,True,False,False,False,True,False,0,True,True,False,False,02cd2c40822ab5779bab2ebc1bca430cb3a6792da1327a0300085b7cdcd67bfa,0.7037600482329301
False,True,False,False,True,True,False,True,False,False,0,24,True,False,0,0,0,6,False,False,True,True,True,False,0,False,False,False,False,False,True,False,0,True,True,False,False,0299dc9e279b6d0a5010792b7eccf32060d171f94d6dde8285c4e426cfe357e2,0.8697073974262888
False,True,False,False,True,False,False,False,False,False,0,24,True,False,0,0,0,6,False,True,True,True,False,False,0,True,False,False,False,False,True,True,0,True,True,False,False,0261630dbde4275e2d3b205e01ed7f027605422f3d4a4002e67bbcfa32029a84,0.8460943347025087
False,True,True,False,False,True,False,False,False,False,0,6,False,False,0,0,0,6,True,False,False,False,False,False,0,True,True,False,False,False,False,False,0,False,False,False,False,025125ea4708c6e8c6acf6879b3b66b9324f7903fd15b8dca37280cedda37bf3,0.8992786100803526
False,True,False,False,True,True,False,True,False,False,0,24,False,False,0,0,0,6,True,False,False,False,False,False,0,False,False,False,False,True,False,False,0,False,False,False,False,01c1cd262c3b8a05930fdf50e7f65430a636028b06e6def9793e9b58289641b7,0.9644205384871348
